ID,完成アイテム名,作成方法,完成数,材料ID,材料アイテム名,必要数,触媒ID,触媒,スキル名,失敗,作成開始アイテムID,職制限,備考
1122,環頭太刀 [2],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_sword,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1122,環頭太刀 [2],1,1,999,鋼鉄,40,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_sword,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1122,環頭太刀 [2],1,1,920,狼の爪,50,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_sword,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1123,海東剣 [1],1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_sword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1123,海東剣 [1],1,1,999,鋼鉄,10,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_sword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1123,海東剣 [1],1,1,984,オリデオコン,8,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_sword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1123,海東剣 [1],1,1,728,トパーズ,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_sword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1126,サーベル [2],1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_sword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1126,サーベル [2],1,1,999,鋼鉄,5,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_sword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1126,サーベル [2],1,1,984,オリデオコン,8,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_sword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1126,サーベル [2],1,1,727,オパール,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_sword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1129,フランベルジェ,1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_sword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1129,フランベルジェ,1,1,984,オリデオコン,16,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_sword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1129,フランベルジェ,1,1,724,呪われたルビー,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_sword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1151,スレイヤー [2],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1151,スレイヤー [2],1,1,999,鋼鉄,25,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1151,スレイヤー [2],1,1,957,亡者の爪,20,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1154,バスタードソード [2],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1154,バスタードソード [2],1,1,999,鋼鉄,45,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1157,ツーハンドソード [1],1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1157,ツーハンドソード [1],1,1,999,鋼鉄,10,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1157,ツーハンドソード [1],1,1,984,オリデオコン,12,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1160,ブロードソード [1],1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1160,ブロードソード [1],1,1,999,鋼鉄,20,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1160,ブロードソード [1],1,1,984,オリデオコン,12,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1163,クレイモア,1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1163,クレイモア,1,1,999,鋼鉄,20,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1163,クレイモア,1,1,984,オリデオコン,16,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1163,クレイモア,1,1,733,損傷したダイヤモンド,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_twohandsword,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1201,ナイフ [3],1,1,998,鉄,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,613,ブラックスミス系列,現状他の金槌でも可
1201,ナイフ [3],1,1,613,鋼鉄の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,613,ブラックスミス系列,現状他の金槌でも可
1201,ナイフ [3],1,1,909,ゼロピー,10,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,613,ブラックスミス系列,現状他の金槌でも可
1204,カッター [3],1,1,998,鉄,25,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,613,ブラックスミス系列,現状他の金槌でも可
1204,カッター [3],1,1,613,鋼鉄の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,613,ブラックスミス系列,現状他の金槌でも可
1207,マインゴーシュ [3],1,1,998,鉄,50,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,613,ブラックスミス系列,現状他の金槌でも可
1207,マインゴーシュ [3],1,1,613,鋼鉄の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,613,ブラックスミス系列,現状他の金槌でも可
1210,ダーク [2],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1210,ダーク [2],1,1,999,鋼鉄,17,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1213,ダガー [2],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1213,ダガー [2],1,1,999,鋼鉄,30,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1216,スティレット [2],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1216,スティレット [2],1,1,999,鋼鉄,40,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1219,グラディウス [2],1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1219,グラディウス [2],1,1,999,鋼鉄,40,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1219,グラディウス [2],1,1,984,オリデオコン,4,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1219,グラディウス [2],1,1,726,サファイア,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1222,ダマスカス [1],1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1222,ダマスカス [1],1,1,999,鋼鉄,60,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1222,ダマスカス [1],1,1,984,オリデオコン,4,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1222,ダマスカス [1],1,1,729,ジルコン,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_dagger,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1301,アックス [3],1,1,613,鋼鉄の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_axe,1,613,ブラックスミス系列,現状他の金槌でも可
1301,アックス [3],1,1,998,鉄,10,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_axe,1,613,ブラックスミス系列,現状他の金槌でも可
1351,バトルアックス [3],1,1,613,鋼鉄の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_axe,1,613,ブラックスミス系列,現状他の金槌でも可
1351,バトルアックス [3],1,1,998,鉄,110,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_axe,1,613,ブラックスミス系列,現状他の金槌でも可
1354,ハンマー [2],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_axe,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1354,ハンマー [2],1,1,999,鋼鉄,30,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_axe,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1357,バスター [1],1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_axe,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1357,バスター [1],1,1,999,鋼鉄,20,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_axe,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1357,バスター [1],1,1,984,オリデオコン,4,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_axe,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1357,バスター [1],1,1,922,オークの牙,30,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_axe,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1360,ツーハンドアックス [1],1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_axe,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1360,ツーハンドアックス [1],1,1,999,鋼鉄,10,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_axe,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1360,ツーハンドアックス [1],1,1,984,オリデオコン,8,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_axe,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1360,ツーハンドアックス [1],1,1,719,アメジスト,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_axe,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1401,ジャベリン [3],1,1,613,鋼鉄の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,613,ブラックスミス系列,現状他の金槌でも可
1401,ジャベリン [3],1,1,998,鉄,3,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,613,ブラックスミス系列,現状他の金槌でも可
1404,スピアー [3],1,1,613,鋼鉄の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,613,ブラックスミス系列,現状他の金槌でも可
1404,スピアー [3],1,1,998,鉄,35,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,613,ブラックスミス系列,現状他の金槌でも可
1407,パイク [3],1,1,613,鋼鉄の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,613,ブラックスミス系列,現状他の金槌でも可
1407,パイク [3],1,1,998,鉄,70,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,613,ブラックスミス系列,現状他の金槌でも可
1410,ランス,1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1410,ランス,1,1,984,オリデオコン,8,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1410,ランス,1,1,723,ルビー,3,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1410,ランス,1,1,923,悪魔の角,2,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1451,ギザルム [2],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1451,ギザルム [2],1,1,999,鋼鉄,25,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1454,グレイヴ [2],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1454,グレイヴ [2],1,1,999,鋼鉄,40,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1457,パルチザン [1],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1457,パルチザン [1],1,1,999,鋼鉄,55,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1460,トライデント [2],1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1460,トライデント [2],1,1,999,鋼鉄,10,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1460,トライデント [2],1,1,984,オリデオコン,12,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1460,トライデント [2],1,1,720,アクアマリン,5,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1463,ハルバード [1],1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1463,ハルバード [1],1,1,999,鋼鉄,10,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1463,ハルバード [1],1,1,984,オリデオコン,12,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_spear,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1501,クラブ [3],1,1,998,鉄,3,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,613,ブラックスミス系列,現状他の金槌でも可
1501,クラブ [3],1,1,613,鋼鉄の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,613,ブラックスミス系列,現状他の金槌でも可
1504,メイス [3],1,1,998,鉄,30,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,613,ブラックスミス系列,現状他の金槌でも可
1504,メイス [3],1,1,613,鋼鉄の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,613,ブラックスミス系列,現状他の金槌でも可
1516,ソードメイス,1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1516,ソードメイス,1,1,999,鋼鉄,100,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1516,ソードメイス,1,1,963,鋭い鱗,20,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1522,スタナー,1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1522,スタナー,1,1,999,鋼鉄,120,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1522,スタナー,1,1,968,オーク勇者の証,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1807,フィスト,1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1807,フィスト,1,1,984,オリデオコン,4,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1807,フィスト,1,1,723,ルビー,10,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1809,クロー [1],1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1809,クロー [1],1,1,984,オリデオコン,8,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1809,クロー [1],1,1,728,トパーズ,10,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1507,スマッシャー [2],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1507,スマッシャー [2],1,1,999,鋼鉄,20,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1519,チェイン [2],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1519,チェイン [2],1,1,999,鋼鉄,45,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1803,ナックルダスター [2],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1803,ナックルダスター [2],1,1,999,鋼鉄,50,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1801,バグナウ [3],1,1,998,鉄,160,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,613,ブラックスミス系列,現状他の金槌でも可
1801,バグナウ [3],1,1,613,鋼鉄の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,613,ブラックスミス系列,現状他の金槌でも可
1801,バグナウ [3],1,1,722,真珠,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,613,ブラックスミス系列,現状他の金槌でも可
1811,フィンガー [1],1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1811,フィンガー [1],1,1,984,オリデオコン,4,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1811,フィンガー [1],1,1,727,オパール,10,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1510,フレイル [2],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1510,フレイル [2],1,1,999,鋼鉄,33,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1805,ホラ [2],1,1,614,黄金の金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1805,ホラ [2],1,1,999,鋼鉄,65,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_knuckle,1,614,ブラックスミス系列,"要スキルレベル：2,現状他の金槌でも可"
1513,モーニングスター [1],1,1,615,オリデオコンの金槌,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1513,モーニングスター [1],1,1,999,鋼鉄,85,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
1513,モーニングスター [1],1,1,730,ダイヤモンド１カラット,1,986-987-988-989,"金敷,オリデオコンの金敷,黄金の金敷,エンペリウムの金敷",bs_mace,1,615,ブラックスミス系列,"要スキルレベル：3,現状他の金槌でも可"
12041,バッタの炒め物,1,1,12125,野外用調理器具,1,7472,料理本レベル1,,1,12125-12126-12127-12128-12129,,調理器具はいずれか1種のみ
12046,ブドウ果汁入りハーブティー,1,1,12125,野外用調理器具,1,7472,料理本レベル1,,1,12125-12126-12127-12128-12129,,調理器具はいずれか1種のみ
12051,蒸しガニ,1,1,12125,野外用調理器具,1,7472,料理本レベル1,,1,12125-12126-12127-12128-12129,,調理器具はいずれか1種のみ
12056,かえるの卵の墨汁スープ,1,1,12125,野外用調理器具,1,7472,料理本レベル1,,1,12125-12126-12127-12128-12129,,調理器具はいずれか1種のみ
12061,ハチ蜜ブドウジュース,1,1,12125,野外用調理器具,1,7472,料理本レベル1,,1,12125-12126-12127-12128-12129,,調理器具はいずれか1種のみ
