モンスタID,モンスタ名,使用スキル名,スキルレベル
2334,悪夢のワクワク,npc_changeundead2,?
2334,悪夢のワクワク,npc_changewater,?
2334,悪夢のワクワク,npc_changewind,?
2334,悪夢のワクワク,npc_curseattack,?
2334,悪夢のワクワク,npc_darknessattack,?
2334,悪夢のワクワク,npc_darkthunder,?
2334,悪夢のワクワク,npc_emotion,?
2334,悪夢のワクワク,npc_energydrain,?
2334,悪夢のワクワク,npc_magicmirror,?
2334,悪夢のワクワク,npc_stoneskin,?
2338,悪夢のマナナンガル,al_teleport,?
2338,悪夢のマナナンガル,npc_blooddrain,1
2338,悪夢のマナナンガル,npc_changedarkness,?
2338,悪夢のマナナンガル,npc_changefire,?
2338,悪夢のマナナンガル,npc_changeground,?
2338,悪夢のマナナンガル,npc_changepoison,?
2338,悪夢のマナナンガル,npc_changetelekinesis,?
2338,悪夢のマナナンガル,npc_changeundead2,?
2338,悪夢のマナナンガル,npc_changewater,?
2338,悪夢のマナナンガル,npc_changewind,?
2338,悪夢のマナナンガル,npc_comboattack,5
2338,悪夢のマナナンガル,npc_emotion,1
2338,悪夢のマナナンガル,npc_magicmirror,?
2338,悪夢のマナナンガル,npc_stoneskin,?
2338,悪夢のマナナンガル,npc_windattack,?
2339,悪夢のマンククーラム,al_teleport,?
2339,悪夢のマンククーラム,npc_blindattack,?
2339,悪夢のマンククーラム,npc_changedarkness,?
2339,悪夢のマンククーラム,npc_changefire,?
2339,悪夢のマンククーラム,npc_changeground,?
2339,悪夢のマンククーラム,npc_changepoison,?
2339,悪夢のマンククーラム,npc_changetelekinesis,?
2339,悪夢のマンククーラム,npc_changeundead2,?
2339,悪夢のマンククーラム,npc_changewater,?
2339,悪夢のマンククーラム,npc_changewind,?
2339,悪夢のマンククーラム,npc_darkstrike,10
2339,悪夢のマンククーラム,npc_darkthunder,3
2339,悪夢のマンククーラム,npc_emotion,1
2339,悪夢のマンククーラム,npc_magicmirror,?
2339,悪夢のマンククーラム,npc_mentalbreaker,?
2339,悪夢のマンククーラム,npc_stoneskin,?
2340,悪夢のチャナック,al_teleport,?
2340,悪夢のチャナック,cr_autoguard,?
2340,悪夢のチャナック,npc_blooddrain,?
2340,悪夢のチャナック,npc_changedarkness,?
2340,悪夢のチャナック,npc_changefire,?
2340,悪夢のチャナック,npc_changeground,?
2340,悪夢のチャナック,npc_changepoison,?
2340,悪夢のチャナック,npc_changetelekinesis,?
2340,悪夢のチャナック,npc_changeundead2,?
2340,悪夢のチャナック,npc_changewater,?
2340,悪夢のチャナック,npc_changewind,?
2340,悪夢のチャナック,npc_criticalslash,?
2340,悪夢のチャナック,npc_emotion,?
2340,悪夢のチャナック,npc_magicmirror,?
2340,悪夢のチャナック,npc_stoneskin,?
2353,グレイヴミノタウロス,al_heal,11
2353,グレイヴミノタウロス,al_teleport,?
2353,グレイヴミノタウロス,bs_hammerfall,?
2353,グレイヴミノタウロス,hw_ganbantein,?
2353,グレイヴミノタウロス,npc_emotion,1
2353,グレイヴミノタウロス,npc_fireattack,?
2353,グレイヴミノタウロス,wz_heavendrive,?
2354,グレイヴマミー,al_heal,11
2354,グレイヴマミー,al_teleport,1
2354,グレイヴマミー,npc_comboattack,?
2354,グレイヴマミー,npc_emotion,?
2354,グレイヴマミー,npc_poison,1
2354,グレイヴマミー,npc_undeadattack,?
2355,グレイヴベリット,al_heal,11
2355,グレイヴベリット,al_teleport,1
2355,グレイヴベリット,npc_emotion,?
2355,グレイヴベリット,npc_poison,?
2355,グレイヴベリット,npc_provocation,?
2355,グレイヴベリット,sa_dispell,5
2356,グレイヴミミック,al_heal,?
2356,グレイヴミミック,al_teleport,1
2356,グレイヴミミック,cr_autoguard,?
2356,グレイヴミミック,npc_acidbreath,?
2356,グレイヴミミック,npc_blooddrain,1
2356,グレイヴミミック,npc_criticalwound,?
2356,グレイヴミミック,npc_emotion,1
2357,グレイヴミミック(取巻き),cr_autoguard,?
2357,グレイヴミミック(取巻き),npc_acidbreath,?
2357,グレイヴミミック(取巻き),npc_blooddrain,?
2357,グレイヴミミック(取巻き),npc_criticalwound,?
2357,グレイヴミミック(取巻き),npc_emotion,?
2358,グレイヴアクラウス,al_heal,?
2358,グレイヴアクラウス,al_teleport,1
2358,グレイヴアクラウス,npc_blooddrain,?
2358,グレイヴアクラウス,npc_venomfog,?
2359,グレイヴアクラウス(取巻き),npc_blooddrain,?
2359,グレイヴアクラウス(取巻き),npc_venomfog,?
2360,グレイヴクラウンマミー,al_heal,?
2360,グレイヴクラウンマミー,al_teleport,?
2360,グレイヴクラウンマミー,as_venomdust,?
2360,グレイヴクラウンマミー,kn_twohandquicken,?
2360,グレイヴクラウンマミー,npc_acidbreath,?
2360,グレイヴクラウンマミー,npc_blooddrain,?
2360,グレイヴクラウンマミー,npc_criticalslash,?
2360,グレイヴクラウンマミー,npc_darknessattack,?
2360,グレイヴクラウンマミー,npc_darknessbreath,?
2360,グレイヴクラウンマミー,npc_darkstrike,?
2360,グレイヴクラウンマミー,npc_powerup,?
2360,グレイヴクラウンマミー,npc_stunattack,?
2360,グレイヴクラウンマミー,npc_widebleeding,?
2360,グレイヴクラウンマミー,npc_widesilence,?
2361,グレイヴクラウンマミー(取巻き),as_venomdust,?
2361,グレイヴクラウンマミー(取巻き),kn_twohandquicken,?
2361,グレイヴクラウンマミー(取巻き),npc_acidbreath,?
2361,グレイヴクラウンマミー(取巻き),npc_blooddrain,?
2361,グレイヴクラウンマミー(取巻き),npc_criticalslash,?
2361,グレイヴクラウンマミー(取巻き),npc_darknessattack,?
2361,グレイヴクラウンマミー(取巻き),npc_darknessbreath,?
2361,グレイヴクラウンマミー(取巻き),npc_darkstrike,?
2361,グレイヴクラウンマミー(取巻き),npc_powerup,?
2361,グレイヴクラウンマミー(取巻き),npc_stunattack,?
2361,グレイヴクラウンマミー(取巻き),npc_widebleeding,?
2361,グレイヴクラウンマミー(取巻き),npc_widesilence,?
2362,アメンホテプ,al_heal,?
2362,アメンホテプ,al_pneuma,?
2362,アメンホテプ,al_teleport,?
2362,アメンホテプ,kn_twohandquicken,?
2362,アメンホテプ,npc_agiup,?
2362,アメンホテプ,npc_blooddrain,?
2362,アメンホテプ,npc_callslave,?
2362,アメンホテプ,npc_darkblessing,?
2362,アメンホテプ,npc_helljudgement,?
2362,アメンホテプ,npc_summonslave,?
2362,アメンホテプ,npc_widestone,?
2362,アメンホテプ,wz_firepillar,?
2362,アメンホテプ,wz_meteor,?
2363,メンブリッツ,al_teleport,1
2363,メンブリッツ,kn_pierce,?
2363,メンブリッツ,npc_darkstrike,?
2363,メンブリッツ,npc_sleepattack,?
2363,メンブリッツ,npc_summonslave,1
2364,ペタル,npc_comboattack,4
2364,ペタル,npc_emotion,?
2364,ペタル,npc_windattack,?
2365,チェネレ,npc_blindattack,?
2365,チェネレ,npc_petrifyattack,?
2365,チェネレ,npc_poisonattack,?
2366,毀損された古書,npc_blindattack,?
2366,毀損された古書,npc_blooddrain,?
2366,毀損された古書,npc_darknessattack,?
2366,毀損された古書,npc_piercingatt,?
2367,ヴァッサー・リヒテルン,mg_coldbolt,10
2367,ヴァッサー・リヒテルン,mg_frostdiver,?
2367,ヴァッサー・リヒテルン,npc_darkstrike,?
2367,ヴァッサー・リヒテルン,npc_selfdestruction,1
2367,ヴァッサー・リヒテルン,npc_waterattack,?
2367,ヴァッサー・リヒテルン,wz_frostnova,?
2368,ゲルブ・リヒテルン,mg_lightningbolt,?
2368,ゲルブ・リヒテルン,mg_thunderstorm,?
2368,ゲルブ・リヒテルン,npc_darkstrike,?
2368,ゲルブ・リヒテルン,npc_selfdestruction,1
2368,ゲルブ・リヒテルン,npc_stunattack,?
2368,ゲルブ・リヒテルン,npc_windattack,?
2369,フンケ・リヒテルン,mg_fireball,?
2369,フンケ・リヒテルン,mg_firebolt,?
2369,フンケ・リヒテルン,npc_darkstrike,?
2369,フンケ・リヒテルン,npc_fireattack,?
2369,フンケ・リヒテルン,npc_selfdestruction,1
2369,フンケ・リヒテルン,npc_sleepattack,?
2370,フェルス・リヒテルン,npc_darkstrike,?
2370,フェルス・リヒテルン,npc_groundattack,?
2370,フェルス・リヒテルン,npc_selfdestruction,1
2370,フェルス・リヒテルン,wz_earthspike,?
2370,フェルス・リヒテルン,wz_heavendrive,?
2370,フェルス・リヒテルン,wz_quagmire,?
2371,リヒトヘルシャー,al_decagi,?
2371,リヒトヘルシャー,al_teleport,?
2371,リヒトヘルシャー,hw_napalmvulcan,?
2371,リヒトヘルシャー,mg_soulstrike,?
2371,リヒトヘルシャー,npc_emotion_on,?
2371,リヒトヘルシャー,npc_silenceattack,?
2371,リヒトヘルシャー,npc_sleepattack,?
2371,リヒトヘルシャー,npc_telekinesisattack,?
2371,リヒトヘルシャー,sa_dispell,?
2371,リヒトヘルシャー,wz_firepillar,?
2384,テンタクルス(1),al_teleport,?
2384,テンタクルス(1),npc_widebleeding,?
2384,テンタクルス(1),npc_widefreeze,?
2384,テンタクルス(1),npc_widesilence,?
2384,テンタクルス(1),npc_widesleep,?
2385,テンタクルス(2),al_teleport,?
2385,テンタクルス(2),mg_sight,?
2385,テンタクルス(2),npc_widebleeding,?
2385,テンタクルス(2),npc_widesleep,?
2385,テンタクルス(2),npc_widestun,?
2386,テンタクルス(3),al_teleport,?
2386,テンタクルス(3),mg_sight,?
2386,テンタクルス(3),npc_widecurse,?
2386,テンタクルス(3),npc_widesouldrain,?
2386,テンタクルス(3),npc_widestun,?
2387,テンタクルス(4),al_teleport,?
2387,テンタクルス(4),npc_wideconfuse,?
2387,テンタクルス(4),npc_widecurse,?
2387,テンタクルス(4),npc_widesouldrain,?
2387,テンタクルス(4),npc_widestone,?
2388,テンタクルス(5),al_teleport,?
2388,テンタクルス(5),npc_wideconfuse,?
2388,テンタクルス(5),npc_widefreeze,?
2388,テンタクルス(5),npc_widesilence,?
2388,テンタクルス(5),npc_widestone,?
2389,テンタクルスの(1)(取巻き),al_teleport,?
2389,テンタクルスの(1)(取巻き),npc_widebleeding,?
2389,テンタクルスの(1)(取巻き),npc_widefreeze,?
2389,テンタクルスの(1)(取巻き),npc_widesilence,?
2389,テンタクルスの(1)(取巻き),npc_widesleep,?
2390,テンタクルスの(2)(取巻き),al_teleport,?
2390,テンタクルスの(2)(取巻き),mg_sight,?
2390,テンタクルスの(2)(取巻き),npc_widebleeding,?
2390,テンタクルスの(2)(取巻き),npc_widesleep,?
2390,テンタクルスの(2)(取巻き),npc_widestun,?
2391,テンタクルスの(3)(取巻き),al_teleport,?
2391,テンタクルスの(3)(取巻き),mg_sight,?
2391,テンタクルスの(3)(取巻き),npc_widecurse,?
2391,テンタクルスの(3)(取巻き),npc_widesouldrain,?
2391,テンタクルスの(3)(取巻き),npc_widestun,?
2392,テンタクルスの(4)(取巻き),al_teleport,?
2392,テンタクルスの(4)(取巻き),npc_wideconfuse,?
2392,テンタクルスの(4)(取巻き),npc_widecurse,?
2392,テンタクルスの(4)(取巻き),npc_widesouldrain,?
2392,テンタクルスの(4)(取巻き),npc_widestone,?
2393,テンタクルスの(5)(取巻き),al_teleport,?
2393,テンタクルスの(5)(取巻き),npc_wideconfuse,?
2393,テンタクルスの(5)(取巻き),npc_widefreeze,?
2393,テンタクルスの(5)(取巻き),npc_widesilence,?
2393,テンタクルスの(5)(取巻き),npc_widestone,?
2394,マーマン,al_teleport,?
2394,マーマン,asc_meteorassault,?
2394,マーマン,kn_twohandquicken,?
2394,マーマン,lk_spiralpierce,?
2394,マーマン,npc_callslave,?
2394,マーマン,npc_emotion,?
2394,マーマン,npc_summonslave,?
2394,マーマン,npc_waterattack,?
2395,セイレーン,al_teleport,?
2395,セイレーン,mg_frostdiver,?
2395,セイレーン,npc_callslave,?
2395,セイレーン,npc_emotion,?
2395,セイレーン,npc_summonslave,?
2395,セイレーン,npc_waterattack,?
2395,セイレーン,pr_lexdivina,?
2395,セイレーン,wz_waterball,?
2396,ポセイドン,al_teleport,?
2396,ポセイドン,mg_thunderstorm,?
2396,ポセイドン,npc_callslave,?
2396,ポセイドン,npc_criticalwound,?
2396,ポセイドン,npc_emotion,?
2396,ポセイドン,npc_summonslave,?
2396,ポセイドン,npc_waterattack,?
2396,ポセイドン,wz_frostnova,?
2397,クラーケンベイビー,al_teleport,?
2397,クラーケンベイビー,npc_callslave,?
2397,クラーケンベイビー,npc_criticalslash,?
2397,クラーケンベイビー,npc_emotion,?
2397,クラーケンベイビー,npc_icebreath,?
2397,クラーケンベイビー,npc_silenceattack,?
2397,クラーケンベイビー,npc_summonslave,?
2397,クラーケンベイビー,npc_waterattack,?
2415,セイレン=ウィンザー(二次職),kn_bowlingbash,?
2415,セイレン=ウィンザー(二次職),kn_pierce,?
2415,セイレン=ウィンザー(二次職),kn_spearboomerang,?
2415,セイレン=ウィンザー(二次職),kn_twohandquicken,?
2415,セイレン=ウィンザー(二次職),npc_criticalslash,1
2415,セイレン=ウィンザー(二次職),npc_expulsion,?
2415,セイレン=ウィンザー(二次職),npc_fireattack,?
2415,セイレン=ウィンザー(二次職),npc_stunattack,?
2415,セイレン=ウィンザー(二次職),sm_bash,?
2415,セイレン=ウィンザー(二次職),sm_magnum,?
2415,セイレン=ウィンザー(二次職),sm_provoke,?
2416,エレメス=ガイル(二次職),as_cloaking,?
2416,エレメス=ガイル(二次職),as_grimtooth,?
2416,エレメス=ガイル(二次職),as_sonicblow,?
2416,エレメス=ガイル(二次職),as_venomdust,?
2416,エレメス=ガイル(二次職),npc_criticalslash,?
2416,エレメス=ガイル(二次職),npc_expulsion,?
2416,エレメス=ガイル(二次職),npc_poisonattack,?
2416,エレメス=ガイル(二次職),npc_stunattack,?
2417,ハワード=アルトアイゼン(二次職),bs_adrenaline,?
2417,ハワード=アルトアイゼン(二次職),bs_hammerfall,?
2417,ハワード=アルトアイゼン(二次職),bs_maximize,?
2417,ハワード=アルトアイゼン(二次職),mc_mammonite,?
2417,ハワード=アルトアイゼン(二次職),npc_armorbrake,?
2417,ハワード=アルトアイゼン(二次職),npc_criticalslash,?
2417,ハワード=アルトアイゼン(二次職),npc_expulsion,?
2417,ハワード=アルトアイゼン(二次職),npc_fireattack,?
2417,ハワード=アルトアイゼン(二次職),npc_waterattack,?
2418,セシル=ディモン(二次職),ac_chargearrow,?
2418,セシル=ディモン(二次職),ac_double,?
2418,セシル=ディモン(二次職),ac_shower,?
2418,セシル=ディモン(二次職),ht_flasher,?
2418,セシル=ディモン(二次職),ht_freezingtrap,?
2418,セシル=ディモン(二次職),ht_skidtrap,?
2418,セシル=ディモン(二次職),npc_criticalslash,?
2418,セシル=ディモン(二次職),npc_expulsion,?
2418,セシル=ディモン(二次職),npc_stunattack,?
2418,セシル=ディモン(二次職),npc_windattack,?
2419,カトリーヌ=ケイロン(二次職),mg_coldbolt,?
2419,カトリーヌ=ケイロン(二次職),mg_firebolt,?
2419,カトリーヌ=ケイロン(二次職),mg_firewall,?
2419,カトリーヌ=ケイロン(二次職),mg_frostdiver,?
2419,カトリーヌ=ケイロン(二次職),mg_lightningbolt,?
2419,カトリーヌ=ケイロン(二次職),mg_safetywall,?
2419,カトリーヌ=ケイロン(二次職),mg_sight,1
2419,カトリーヌ=ケイロン(二次職),npc_expulsion,?
2419,カトリーヌ=ケイロン(二次職),wz_frostnova,?
2419,カトリーヌ=ケイロン(二次職),wz_jupitel,?
2419,カトリーヌ=ケイロン(二次職),wz_meteor,?
2419,カトリーヌ=ケイロン(二次職),wz_quagmire,?
2419,カトリーヌ=ケイロン(二次職),wz_sightrasher,?
2419,カトリーヌ=ケイロン(二次職),wz_stormgust,?
2420,マーガレッタ=ソリン(二次職),al_decagi,1
2420,マーガレッタ=ソリン(二次職),al_heal,?
2420,マーガレッタ=ソリン(二次職),al_incagi,?
2420,マーガレッタ=ソリン(二次職),al_pneuma,?
2420,マーガレッタ=ソリン(二次職),mg_safetywall,?
2420,マーガレッタ=ソリン(二次職),npc_criticalslash,?
2420,マーガレッタ=ソリン(二次職),npc_expulsion,?
2420,マーガレッタ=ソリン(二次職),npc_holyattack,?
2420,マーガレッタ=ソリン(二次職),npc_stunattack,?
2420,マーガレッタ=ソリン(二次職),pr_lexaeterna,1
2420,マーガレッタ=ソリン(二次職),pr_lexdivina,?
2421,イグニゼム=セニア(二次職),al_heal,?
2421,イグニゼム=セニア(二次職),cr_autoguard,?
2421,イグニゼム=セニア(二次職),cr_grandcross,?
2421,イグニゼム=セニア(二次職),cr_holycross,?
2421,イグニゼム=セニア(二次職),cr_reflectshield,?
2421,イグニゼム=セニア(二次職),cr_shieldboomerang,?
2421,イグニゼム=セニア(二次職),cr_shieldcharge,?
2421,イグニゼム=セニア(二次職),npc_defender,?
2421,イグニゼム=セニア(二次職),npc_expulsion,?
2422,ヒュッケバイン=トリス(二次職),npc_expulsion,?
2422,ヒュッケバイン=トリス(二次職),npc_poison,?
2422,ヒュッケバイン=トリス(二次職),npc_poisonattack,?
2422,ヒュッケバイン=トリス(二次職),rg_closeconfine,?
2422,ヒュッケバイン=トリス(二次職),rg_intimidate,?
2422,ヒュッケバイン=トリス(二次職),rg_striparmor,?
2422,ヒュッケバイン=トリス(二次職),rg_striphelm,?
2422,ヒュッケバイン=トリス(二次職),rg_stripshield,?
2422,ヒュッケバイン=トリス(二次職),rg_stripweapon,?
2422,ヒュッケバイン=トリス(二次職),tf_throwstone,?
2423,アルマイア=デュンゼ(二次職),am_acidterror,?
2423,アルマイア=デュンゼ(二次職),am_demonstration,?
2423,アルマイア=デュンゼ(二次職),am_potionpitcher,?
2423,アルマイア=デュンゼ(二次職),bs_adrenaline,?
2423,アルマイア=デュンゼ(二次職),itm_tomahawk,?
2423,アルマイア=デュンゼ(二次職),mc_mammonite,?
2423,アルマイア=デュンゼ(二次職),npc_criticalslash,?
2423,アルマイア=デュンゼ(二次職),npc_expulsion,?
2424,カヴァク=イカルス(二次職),ac_chargearrow,?
2424,カヴァク=イカルス(二次職),ac_double,?
2424,カヴァク=イカルス(二次職),ac_shower,?
2424,カヴァク=イカルス(二次職),npc_expulsion,?
2424,カヴァク=イカルス(二次職),npc_slowcast,?
2424,カヴァク=イカルス(二次職),npc_windattack,?
2425,ジョセフィーナ,ac_chargearrow,?
2425,ジョセフィーナ,ac_double,?
2425,ジョセフィーナ,ac_shower,?
2425,ジョセフィーナ,npc_expulsion,?
2425,ジョセフィーナ,npc_slowcast,?
2425,ジョセフィーナ,npc_windattack,?
2426,ラウレル=ヴィンダー(二次職),mg_safetywall,?
2426,ラウレル=ヴィンダー(二次職),mg_sight,?
2426,ラウレル=ヴィンダー(二次職),mg_soulstrike,?
2426,ラウレル=ヴィンダー(二次職),mg_thunderstorm,?
2426,ラウレル=ヴィンダー(二次職),npc_expulsion,?
2426,ラウレル=ヴィンダー(二次職),npc_mentalbreaker,?
2426,ラウレル=ヴィンダー(二次職),sa_landprotector,1
2427,イレンド=エベシ(二次職),mo_bodyrelocation,?
2427,イレンド=エベシ(二次職),mo_extremityfist,?
2427,イレンド=エベシ(二次職),npc_expulsion,?
2427,イレンド=エベシ(二次職),npc_holyattack,?
2427,イレンド=エベシ(二次職),npc_stunattack,?
2428,セイレン=ウィンザー(二次職)(取巻き),kn_bowlingbash,?
2428,セイレン=ウィンザー(二次職)(取巻き),kn_pierce,?
2428,セイレン=ウィンザー(二次職)(取巻き),kn_spearboomerang,?
2428,セイレン=ウィンザー(二次職)(取巻き),kn_twohandquicken,?
2428,セイレン=ウィンザー(二次職)(取巻き),npc_criticalslash,?
2428,セイレン=ウィンザー(二次職)(取巻き),npc_fireattack,?
2428,セイレン=ウィンザー(二次職)(取巻き),npc_stunattack,?
2428,セイレン=ウィンザー(二次職)(取巻き),sm_bash,?
2428,セイレン=ウィンザー(二次職)(取巻き),sm_magnum,?
2428,セイレン=ウィンザー(二次職)(取巻き),sm_provoke,?
2429,エレメス=ガイル(二次職)(取巻き),as_cloaking,?
2429,エレメス=ガイル(二次職)(取巻き),as_grimtooth,?
2429,エレメス=ガイル(二次職)(取巻き),as_sonicblow,?
2429,エレメス=ガイル(二次職)(取巻き),as_venomdust,?
2429,エレメス=ガイル(二次職)(取巻き),npc_criticalslash,?
2429,エレメス=ガイル(二次職)(取巻き),npc_poisonattack,?
2429,エレメス=ガイル(二次職)(取巻き),npc_stunattack,?
2430,ハワード=アルトアイゼン(二次職)(取巻き),bs_adrenaline,?
2430,ハワード=アルトアイゼン(二次職)(取巻き),bs_hammerfall,?
2430,ハワード=アルトアイゼン(二次職)(取巻き),bs_maximize,?
2430,ハワード=アルトアイゼン(二次職)(取巻き),mc_mammonite,?
2430,ハワード=アルトアイゼン(二次職)(取巻き),npc_armorbrake,?
2430,ハワード=アルトアイゼン(二次職)(取巻き),npc_criticalslash,?
2430,ハワード=アルトアイゼン(二次職)(取巻き),npc_fireattack,?
2430,ハワード=アルトアイゼン(二次職)(取巻き),npc_waterattack,?
2431,セシル=ディモン(二次職)(取巻き),ac_chargearrow,?
2431,セシル=ディモン(二次職)(取巻き),ac_double,?
2431,セシル=ディモン(二次職)(取巻き),ac_shower,?
2431,セシル=ディモン(二次職)(取巻き),ht_flasher,?
2431,セシル=ディモン(二次職)(取巻き),ht_freezingtrap,?
2431,セシル=ディモン(二次職)(取巻き),ht_skidtrap,?
2431,セシル=ディモン(二次職)(取巻き),npc_criticalslash,?
2431,セシル=ディモン(二次職)(取巻き),npc_stunattack,?
2431,セシル=ディモン(二次職)(取巻き),npc_windattack,?
2432,カトリーヌ=ケイロン(二次職)(取巻き),mg_coldbolt,?
2432,カトリーヌ=ケイロン(二次職)(取巻き),mg_firebolt,?
2432,カトリーヌ=ケイロン(二次職)(取巻き),mg_firewall,?
2432,カトリーヌ=ケイロン(二次職)(取巻き),mg_frostdiver,?
2432,カトリーヌ=ケイロン(二次職)(取巻き),mg_lightningbolt,?
2432,カトリーヌ=ケイロン(二次職)(取巻き),mg_safetywall,?
2432,カトリーヌ=ケイロン(二次職)(取巻き),mg_sight,?
2432,カトリーヌ=ケイロン(二次職)(取巻き),wz_frostnova,?
2432,カトリーヌ=ケイロン(二次職)(取巻き),wz_jupitel,?
2432,カトリーヌ=ケイロン(二次職)(取巻き),wz_meteor,?
2432,カトリーヌ=ケイロン(二次職)(取巻き),wz_quagmire,?
2432,カトリーヌ=ケイロン(二次職)(取巻き),wz_sightrasher,?
2432,カトリーヌ=ケイロン(二次職)(取巻き),wz_stormgust,?
2433,マーガレッタ=ソリン(二次職)(取巻き),al_decagi,?
2433,マーガレッタ=ソリン(二次職)(取巻き),al_heal,?
2433,マーガレッタ=ソリン(二次職)(取巻き),al_incagi,?
2433,マーガレッタ=ソリン(二次職)(取巻き),al_pneuma,?
2433,マーガレッタ=ソリン(二次職)(取巻き),mg_safetywall,?
2433,マーガレッタ=ソリン(二次職)(取巻き),npc_criticalslash,?
2433,マーガレッタ=ソリン(二次職)(取巻き),npc_holyattack,?
2433,マーガレッタ=ソリン(二次職)(取巻き),npc_stunattack,?
2433,マーガレッタ=ソリン(二次職)(取巻き),pr_lexaeterna,?
2433,マーガレッタ=ソリン(二次職)(取巻き),pr_lexdivina,?
2434,イグニゼム=セニア(二次職)(取巻き),al_heal,?
2434,イグニゼム=セニア(二次職)(取巻き),cr_autoguard,?
2434,イグニゼム=セニア(二次職)(取巻き),cr_grandcross,?
2434,イグニゼム=セニア(二次職)(取巻き),cr_holycross,?
2434,イグニゼム=セニア(二次職)(取巻き),cr_reflectshield,?
2434,イグニゼム=セニア(二次職)(取巻き),cr_shieldboomerang,?
2434,イグニゼム=セニア(二次職)(取巻き),cr_shieldcharge,?
2434,イグニゼム=セニア(二次職)(取巻き),npc_defender,?
2435,ヒュッケバイン=トリス(二次職)(取巻き),npc_poison,?
2435,ヒュッケバイン=トリス(二次職)(取巻き),npc_poisonattack,?
2435,ヒュッケバイン=トリス(二次職)(取巻き),rg_closeconfine,?
2435,ヒュッケバイン=トリス(二次職)(取巻き),rg_intimidate,?
2435,ヒュッケバイン=トリス(二次職)(取巻き),rg_striparmor,?
2435,ヒュッケバイン=トリス(二次職)(取巻き),rg_striphelm,?
2435,ヒュッケバイン=トリス(二次職)(取巻き),rg_stripshield,?
2435,ヒュッケバイン=トリス(二次職)(取巻き),rg_stripweapon,?
2435,ヒュッケバイン=トリス(二次職)(取巻き),tf_throwstone,?
2436,アルマイア=デュンゼ(二次職)(取巻き),am_acidterror,?
2436,アルマイア=デュンゼ(二次職)(取巻き),am_demonstration,?
2436,アルマイア=デュンゼ(二次職)(取巻き),am_potionpitcher,?
2436,アルマイア=デュンゼ(二次職)(取巻き),bs_adrenaline,?
2436,アルマイア=デュンゼ(二次職)(取巻き),itm_tomahawk,?
2436,アルマイア=デュンゼ(二次職)(取巻き),mc_mammonite,?
2436,アルマイア=デュンゼ(二次職)(取巻き),npc_criticalslash,?
2437,カヴァク=イカルス(二次職)(取巻き),ac_chargearrow,?
2437,カヴァク=イカルス(二次職)(取巻き),ac_double,?
2437,カヴァク=イカルス(二次職)(取巻き),ac_shower,?
2437,カヴァク=イカルス(二次職)(取巻き),npc_slowcast,?
2437,カヴァク=イカルス(二次職)(取巻き),npc_windattack,?
2438,ジョセフィーナ(取巻き),ac_chargearrow,?
2438,ジョセフィーナ(取巻き),ac_double,?
2438,ジョセフィーナ(取巻き),ac_shower,?
2438,ジョセフィーナ(取巻き),npc_slowcast,?
2438,ジョセフィーナ(取巻き),npc_windattack,?
2439,ラウレル=ヴィンダー(二次職)(取巻き),mg_safetywall,?
2439,ラウレル=ヴィンダー(二次職)(取巻き),mg_sight,?
2439,ラウレル=ヴィンダー(二次職)(取巻き),mg_soulstrike,?
2439,ラウレル=ヴィンダー(二次職)(取巻き),mg_thunderstorm,?
2439,ラウレル=ヴィンダー(二次職)(取巻き),npc_mentalbreaker,?
2439,ラウレル=ヴィンダー(二次職)(取巻き),sa_landprotector,?
2440,イレンド=エベシ(二次職)(取巻き),mo_bodyrelocation,?
2440,イレンド=エベシ(二次職)(取巻き),mo_extremityfist,?
2440,イレンド=エベシ(二次職)(取巻き),npc_holyattack,?
2440,イレンド=エベシ(二次職)(取巻き),npc_stunattack,?
2441,ウィッシュ=マスコット,al_teleport,?
2441,ウィッシュ=マスコット,kn_twohandquicken,?
2441,ウィッシュ=マスコット,npc_agiup,?
2441,ウィッシュ=マスコット,npc_callslave,?
2441,ウィッシュ=マスコット,npc_criticalslash,?
2441,ウィッシュ=マスコット,npc_helljudgement,?
2441,ウィッシュ=マスコット,npc_powerup,?
2441,ウィッシュ=マスコット,npc_summonslave,?
2442,アーティス=マスコット,al_teleport,?
2442,アーティス=マスコット,hw_ganbantein,?
2442,アーティス=マスコット,mg_safetywall,?
2442,アーティス=マスコット,npc_callslave,?
2442,アーティス=マスコット,npc_earthquake,?
2442,アーティス=マスコット,npc_summonslave,?
2442,アーティス=マスコット,npc_widesilence,?
2442,アーティス=マスコット,npc_widesleep,?
2442,アーティス=マスコット,wz_jupitel,?
2442,アーティス=マスコット,wz_stormgust,?
2443,紅炎のアイラ,kn_bowlingbash,?
2443,紅炎のアイラ,kn_pierce,?
2443,紅炎のアイラ,kn_spearboomerang,?
2443,紅炎のアイラ,kn_twohandquicken,?
2443,紅炎のアイラ,npc_criticalslash,?
2443,紅炎のアイラ,npc_fireattack,?
2443,紅炎のアイラ,npc_stunattack,?
2443,紅炎のアイラ,sm_bash,?
2443,紅炎のアイラ,sm_magnum,?
2443,紅炎のアイラ,sm_provoke,?
2444,情熱のクルーナ,mg_safetywall,?
2444,情熱のクルーナ,mg_soulstrike,?
2444,情熱のクルーナ,mg_thunderstorm,?
2444,情熱のクルーナ,npc_mentalbreaker,?
2444,情熱のクルーナ,sa_dispell,?
2444,情熱のクルーナ,sa_landprotector,?
