モンスタID,モンスタ名,マップID,出現タイプ,出現数,出現時間,出現時間ランダム幅,備考,サブマップソートNo,サブマップ名
1082,白い草,gon_dun03,4,10,0,0,,,
1415,コウ,gon_fild01,2,70,5,0,,,
1409,団子童子,gon_fild01,2,60,5,0,,,
1417,チャッキー,gon_fild01,2,20,5,0,,,
1080,緑色草,gon_fild01,4,5,0,0,,,
1083,輝く草,gon_fild01,4,1,0,0,,,
1005,ファミリアー,gon_test,2.5,1,0,0,「めまい」,0,Gro.1：「めまい」「食中毒」「貧血」「虫さされ」「切り傷」「狂犬病」
1428,ポイズンスポア(アリーナ),gon_test,2.5,1,0,0,「食中毒」,0,Gro.1：「めまい」「食中毒」「貧血」「虫さされ」「切り傷」「狂犬病」
1430,アルゴス(闘技場),gon_test,2.5,1,0,0,「虫さされ」,0,Gro.1：「めまい」「食中毒」「貧血」「虫さされ」「切り傷」「狂犬病」
1432,デザートウルフ(闘技場),gon_test,2.5,1,0,0,「狂犬病」,0,Gro.1：「めまい」「食中毒」「貧血」「虫さされ」「切り傷」「狂犬病」
1434,ドレインリアー(取巻き),gon_test,2.5,1,0,0,「貧血」,0,Gro.1：「めまい」「食中毒」「貧血」「虫さされ」「切り傷」「狂犬病」
1457,マンティス(取巻き),gon_test,2.5,1,0,0,「切り傷」,0,Gro.1：「めまい」「食中毒」「貧血」「虫さされ」「切り傷」「狂犬病」
1425,オボンヌ(アリーナ),gon_test,2.5,1,0,0,「メロウ」,1,Gro.2：「サマエル」「トロル」「カンゲイシ」「ブラックドッグ」「メロウ」「キョウシ」
1442,サスカッチ(闘技場),gon_test,2.5,1,0,0,「トロル」,1,Gro.2：「サマエル」「トロル」「カンゲイシ」「ブラックドッグ」「メロウ」「キョウシ」
1460,マーター(取巻き),gon_test,2.5,1,0,0,「ブラックドッグ」,1,Gro.2：「サマエル」「トロル」「カンゲイシ」「ブラックドッグ」「メロウ」「キョウシ」
1462,オークスケルトン(取巻き),gon_test,2.5,1,0,0,「サマエル」,1,Gro.2：「サマエル」「トロル」「カンゲイシ」「ブラックドッグ」「メロウ」「キョウシ」
1469,スケルワーカー(闘技場),gon_test,2.5,1,0,0,「カンゲイシ」,1,Gro.2：「サマエル」「トロル」「カンゲイシ」「ブラックドッグ」「メロウ」「キョウシ」
1472,ボンゴン(取巻き),gon_test,2.5,1,0,0,「キョウシ」,1,Gro.2：「サマエル」「トロル」「カンゲイシ」「ブラックドッグ」「メロウ」「キョウシ」
1423,グール(闘技場),gon_test,2.5,1,0,0,「腐る」,2,Gro.3：「足元」「蝕む」「空っぽ」「冷たい」「熱い」「腐る」
1426,マルク(取巻き),gon_test,2.5,1,0,0,「冷たい」,2,Gro.3：「足元」「蝕む」「空っぽ」「冷たい」「熱い」「腐る」
1436,ジャック(闘技場),gon_test,2.5,1,0,0,「熱い」,2,Gro.3：「足元」「蝕む」「空っぽ」「冷たい」「熱い」「腐る」
1443,クルーザー(取巻き),gon_test,2.5,1,0,0,「空っぽ」,2,Gro.3：「足元」「蝕む」「空っぽ」「冷たい」「熱い」「腐る」
1454,三葉蟲(取巻き),gon_test,2.5,1,0,0,「足元」,2,Gro.3：「足元」「蝕む」「空っぽ」「冷たい」「熱い」「腐る」
1455,コボルドアーチャー(闘技場),gon_test,2.5,1,0,0,「蝕む」,2,Gro.3：「足元」「蝕む」「空っぽ」「冷たい」「熱い」「腐る」
1422,ハンターフライ(取巻き),gon_test,2.5,1,0,0,「蠅」,3,Gro.4：「祭司」「タマネギ」「大百足」「操り人形」「マッチ売りの少女」「蠅」
1429,アルギオペ(闘技場),gon_test,2.5,1,0,0,「大百足」,3,Gro.4：「祭司」「タマネギ」「大百足」「操り人形」「マッチ売りの少女」「蠅」
1440,ステムワーム(闘技場),gon_test,2.5,1,0,0,「タマネギ」,3,Gro.4：「祭司」「タマネギ」「大百足」「操り人形」「マッチ売りの少女」「蠅」
1444,チェペット(闘技場),gon_test,2.5,1,0,0,「マッチ売りの少女」,3,Gro.4：「祭司」「タマネギ」「大百足」「操り人形」「マッチ売りの少女」「蠅」
1458,マルドゥーク(取巻き),gon_test,2.5,1,0,0,「祭司」,3,Gro.4：「祭司」「タマネギ」「大百足」「操り人形」「マッチ売りの少女」「蠅」
1459,マリオネット(取巻き),gon_test,2.5,1,0,0,「操り人形」,3,Gro.4：「祭司」「タマネギ」「大百足」「操り人形」「マッチ売りの少女」「蠅」
1421,イシス(闘技場),gon_test,2.5,1,0,0,「女禍」,4,Gro.5：「女禍」「息壌」「修蛇」「毒龍」「青竜」「疫鬼」
1424,サイドワインダー(闘技場),gon_test,2.5,1,0,0,「修蛇」,4,Gro.5：「女禍」「息壌」「修蛇」「毒龍」「青竜」「疫鬼」
1433,デビルチ(取巻き),gon_test,2.5,1,0,0,「疫鬼」,4,Gro.5：「女禍」「息壌」「修蛇」「毒龍」「青竜」「疫鬼」
1465,グラウンドプティット(闘技場),gon_test,2.5,1,0,0,「毒龍」,4,Gro.5：「女禍」「息壌」「修蛇」「毒龍」「青竜」「疫鬼」
1466,スカイプティット(闘技場),gon_test,2.5,1,0,0,「青竜」,4,Gro.5：「女禍」「息壌」「修蛇」「毒龍」「青竜」「疫鬼」
1481,パンク(闘技場),gon_test,2.5,1,0,0,「息壌」,4,Gro.5：「女禍」「息壌」「修蛇」「毒龍」「青竜」「疫鬼」
1180,九尾狐,gon_test,2.5,1,0,0,「飯綱」,5,Gro.6：「獏」「おいてけ掘」「雷神」「怨霊」「付喪神」「飯綱」
1427,ナイトメア(取巻き),gon_test,2.5,1,0,0,「獏」,5,Gro.6：「獏」「おいてけ掘」「雷神」「怨霊」「付喪神」「飯綱」
1431,バフォメット.Jr(取巻き),gon_test,2.5,1,0,0,「雷神」,5,Gro.6：「獏」「おいてけ掘」「雷神」「怨霊」「付喪神」「飯綱」
1446,インジャスティス(取巻き),gon_test,2.5,1,0,0,「怨霊」,5,Gro.6：「獏」「おいてけ掘」「雷神」「怨霊」「付喪神」「飯綱」
1473,オークアーチャー(取巻き),gon_test,2.5,1,0,0,「おいてけ掘」,5,Gro.6：「獏」「おいてけ掘」「雷神」「怨霊」「付喪神」「飯綱」
1474,ミミック(取巻き),gon_test,2.5,1,0,0,「付喪神」,5,Gro.6：「獏」「おいてけ掘」「雷神」「怨霊」「付喪神」「飯綱」
1439,ハイオーク(取巻き),gon_test,2.5,1,0,0,「斧」,6,Gro.7：「杖」「斧」「大槌」「鎧」「弓」「鉄球」
1450,ウィンドゴースト(闘技場),gon_test,2.5,1,0,0,「杖」,6,Gro.7：「杖」「斧」「大槌」「鎧」「弓」「鉄球」
1453,レイドリックアーチャー(取巻き),gon_test,2.5,1,0,0,「弓」,6,Gro.7：「杖」「斧」「大槌」「鎧」「弓」「鉄球」
1461,ミノタウロス(取巻き),gon_test,2.5,1,0,0,「大槌」,6,Gro.7：「杖」「斧」「大槌」「鎧」「弓」「鉄球」
1467,レイドリック(取巻き),gon_test,2.5,1,0,0,「鎧」,6,Gro.7：「杖」「斧」「大槌」「鎧」「弓」「鉄球」
1479,スケルプリズナー(闘技場),gon_test,2.5,1,0,0,「鉄球」,6,Gro.7：「杖」「斧」「大槌」「鎧」「弓」「鉄球」
1435,イビルドルイド(アリーナ),gon_test,2.5,1,0,0,「骨」,7,Gro.8：「唇」「歯」「髪」「手」「筋肉」「骨」
1437,ジョーカー(闘技場),gon_test,2.5,1,0,0,「髪」,7,Gro.8：「唇」「歯」「髪」「手」「筋肉」「骨」
1441,ペノメナ(取巻き),gon_test,2.5,1,0,0,「手」,7,Gro.8：「唇」「歯」「髪」「手」「筋肉」「骨」
1451,半漁人(取巻き),gon_test,2.5,1,0,0,「唇」,7,Gro.8：「唇」「歯」「髪」「手」「筋肉」「骨」
1475,レイス(取巻き),gon_test,2.5,1,0,0,「歯」,7,Gro.8：「唇」「歯」「髪」「手」「筋肉」「骨」
1476,アラーム(闘技場),gon_test,2.5,1,0,0,「筋肉」,7,Gro.8：「唇」「歯」「髪」「手」「筋肉」「骨」
1438,カーリッツバーグ(取巻き),gon_test,2.5,1,0,0,「服」,8,Gro.9：「球」「鏡」「本」「手袋」「鞄」「服」
1448,ダークフレーム(闘技場),gon_test,2.5,1,0,0,「鏡」,8,Gro.9：「球」「鏡」「本」「手袋」「鞄」「服」
1477,アクラウス(取巻き),gon_test,2.5,1,0,0,「球」,8,Gro.9：「球」「鏡」「本」「手袋」「鞄」「服」
1478,ライドワード(取巻き),gon_test,2.5,1,0,0,「本」,8,Gro.9：「球」「鏡」「本」「手袋」「鞄」「服」
1488,アノリアン(取巻き),gon_test,2.5,1,0,0,「鞄」,8,Gro.9：「球」「鏡」「本」「手袋」「鞄」「服」
1489,スティング(闘技場),gon_test,2.5,1,0,0,「手袋」,8,Gro.9：「球」「鏡」「本」「手袋」「鞄」「服」
1449,ミュータントドラゴン(取巻き),gon_test,2.5,1,0,0,「突然変異竜」,9,Gro.10：「女王」「熱血男」「死刑執行人」「突然変異竜」「合成獣」「悪魔」
1456,キメラ(闘技場),gon_test,2.5,1,0,0,「合成獣」,9,Gro.10：「女王」「熱血男」「死刑執行人」「突然変異竜」「合成獣」「悪魔」
1464,パサナ(取巻き),gon_test,2.5,1,0,0,「熱血男」,9,Gro.10：「女王」「熱血男」「死刑執行人」「突然変異竜」「合成獣」「悪魔」
1482,ジルタス(闘技場),gon_test,2.5,1,0,0,「女王」,9,Gro.10：「女王」「熱血男」「死刑執行人」「突然変異竜」「合成獣」「悪魔」
1486,オーガトゥース(闘技場),gon_test,2.5,1,0,0,「悪魔」,9,Gro.10：「女王」「熱血男」「死刑執行人」「突然変異竜」「合成獣」「悪魔」
1487,エクスキューショナー(闘技場),gon_test,2.5,1,0,0,「死刑執行人」,9,Gro.10：「女王」「熱血男」「死刑執行人」「突然変異竜」「合成獣」「悪魔」
1447,グリフォン(アリーナ),gon_test,2.5,1,0,0,「狩人」,10,Gro.11：「狩人」「暗殺者」「侍」「武道家」「剣士」
1483,リビオ(闘技場),gon_test,2.5,1,0,0,「暗殺者」,10,Gro.11：「狩人」「暗殺者」「侍」「武道家」「剣士」
1484,フェンダーク(取巻き),gon_test,2.5,1,0,0,「武道家」,10,Gro.11：「狩人」「暗殺者」「侍」「武道家」「剣士」
1485,ミステルテイン(取巻き),gon_test,2.5,1,0,0,「剣士」,10,Gro.11：「狩人」「暗殺者」「侍」「武道家」「剣士」
1490,彷徨う者(取巻き),gon_test,2.5,1,0,0,「侍」,10,Gro.11：「狩人」「暗殺者」「侍」「武道家」「剣士」
1261,ワイルドローズ,gonryun,2,1,7200,0,「狩人」,10,Gro.11：「狩人」「暗殺者」「侍」「武道家」「剣士」
1209,クランプ,harboro2,0,?,0,0,,,
1279,三葉蟲,harboro2,0,?,0,0,,,
3743,デビルズフィンガーズ,harboro2,0,?,0,0,,,
3787,カニバラウス,harboro2,0,?,0,0,,,
3788,プラズマラット,harboro2,0,?,0,0,,,
1209,クランプ,harboro3,0,?,0,0,,,
1279,三葉蟲,harboro3,0,?,0,0,,,
3743,デビルズフィンガーズ,harboro3,0,?,0,0,,,
3787,カニバラウス,harboro3,0,?,0,0,,,
3788,プラズマラット,harboro3,0,?,0,0,,,
1695,グリーンプラズマ,hu_fild01,2,10,900,0,,,
1696,パープルプラズマ,hu_fild01,2,10,900,0,,,
1697,ブループラズマ,hu_fild01,2,10,900,0,,,
1692,ブリーズ,hu_fild01,2,20,5,0,「暗殺者」,10,Gro.11：「狩人」「暗殺者」「侍」「武道家」「剣士」
1368,ジオグラファー,hu_fild01,2,15,300,0,「武道家」,10,Gro.11：「狩人」「暗殺者」「侍」「武道家」「剣士」
1693,イエロープラズマ,hu_fild01,2,10,900,0,「剣士」,10,Gro.11：「狩人」「暗殺者」「侍」「武道家」「剣士」
1694,レッドプラズマ,hu_fild01,2,10,900,0,「侍」,10,Gro.11：「狩人」「暗殺者」「侍」「武道家」「剣士」
1715,レッドノーバス,hu_fild02,2,100,5,0,,,
1718,イエローノーバス,hu_fild02,2,100,5,0,,,
1155,グラウンドプティット,hu_fild02,2,20,5,0,,,
1156,スカイプティット,hu_fild02,2,20,5,0,,,
1384,スカイデリーター,hu_fild02,2,20,5,0,,,
1385,グラウンドデリーター,hu_fild02,2,20,5,0,,,
1627,ウィレス,hu_fild02,2,10,?,0,,,
1692,ブリーズ,hu_fild02,2,10,?,0,,,
1687,グリーンイグアナ,hu_fild02,2,10,5,0,,,
1692,ブリーズ,hu_fild04,2,180,?,0,,,
1155,グラウンドプティット,hu_fild04,2,20,?,0,,,
1156,スカイプティット,hu_fild04,2,20,?,0,,,
1384,スカイデリーター,hu_fild04,2,20,420,0,,,
1385,グラウンドデリーター,hu_fild04,2,20,420,0,,,
1715,レッドノーバス,hu_fild04,2,15,?,0,,,
1718,イエローノーバス,hu_fild04,2,15,?,0,,,
1627,ウィレス,hu_fild04,2,10,?,0,,,
1687,グリーンイグアナ,hu_fild04,2,10,?,0,,,
1687,グリーンイグアナ,hu_fild05,2,190,5,0,,,
1715,レッドノーバス,hu_fild05,2,10,5,0,,,
1718,イエローノーバス,hu_fild05,2,10,5,0,,,
1721,ドラゴンの卵,hu_fild05,2,5,5,0,,,
1262,ミュータントドラゴン,hu_fild05,2,4,420,0,,,
1628,モルデン,hu_fild06,2,120,?,0,,,
1103,キャラメル,hu_fild06,2,20,?,0,,,
1002,ポリン,hu_fild06,2,10,?,0,,,
3792,怒りのゲイズティ,ice_d03_i,0,?,0,0,,,
3793,怒りのスノウアー,ice_d03_i,0,?,0,0,,,
3794,怒りのアイスタイタン,ice_d03_i,0,?,0,0,,,
3795,鋭いアイシクル,ice_d03_i,0,?,0,0,,,
3796,覚醒クトルラナックス,ice_d03_i,2,1,?,0,,,
3765,狂乱した冒険者,ice_d03_i,2.5,1,0,0,特定の条件を満たすと出現,,
1776,シロマ,ice_dun01,0,100,0,0,,,
1780,マスキプラー,ice_dun01,0,4,0,0,,,
1629,ヒルウィンドランサー,ice_dun01,0,2,0,0,,,
1775,スノウアー,ice_dun02,0,80,0,0,,,
1778,ゲイズティ,ice_dun02,2,15,5,0,,,
1789,アイシクル,ice_dun02,2,8,900,0,,,
1789,アイシクル,ice_dun02,2,6,840,0,,,
1789,アイシクル,ice_dun02,2,5,960,0,,,
1789,アイシクル,ice_dun02,2,5,1200,0,,,
1789,アイシクル,ice_dun02,2,4,720,0,,,
1789,アイシクル,ice_dun02,2,3,780,0,,,
1777,アイスタイタン,ice_dun03,0,12,0,0,,,
1777,アイスタイタン,ice_dun03,2,60,120,0,,,
1778,ゲイズティ,ice_dun03,2,20,300,0,,,
1789,アイシクル,ice_dun03,2,10,5,0,,,
1778,ゲイズティ,ice_dun03,2,10,120,0,,,
1777,アイスタイタン,ice_dun03,2,10,7200,0,,,
1789,アイシクル,ice_dun03,2,6,720,0,,,
1789,アイシクル,ice_dun03,2,6,840,0,,,
1789,アイシクル,ice_dun03,2,2,600,0,,,
1788,アイスタイタン(取巻き),ice_dun03,3,,0,0,1779,,
1779,クトルラナックス,ice_dun03,5,1,7200,0,召還モンスタ。倒した後は2時間召還不可,,
1001,スコーピオン,in_sphinx1,2,100,5,0,,,
1100,アルゴス,in_sphinx1,2,100,5,0,,,
1378,デーモンパンク,in_sphinx1,2,10,5,0,,,
1178,ゼロム,in_sphinx2,2,200,5,0,,,
1179,ウィスパー,in_sphinx2,2,50,5,0,,,
1212,アイアンフィスト,in_sphinx2,2,20,5,0,,,
1146,マーター,in_sphinx2,2,10,5,0,召還モンスタ。倒した後は2時間召還不可,,
1164,レクイエム,in_sphinx3,2,120,5,0,,,
1140,マルドゥーク,in_sphinx3,2,40,5,0,,,
1146,マーター,in_sphinx3,2,20,5,0,,,
1178,ゼロム,in_sphinx3,2,20,5,0,,,
1154,パサナ,in_sphinx4,2,180,5,0,,,
1191,ミミック,in_sphinx4,2,20,5,0,,,
1198,ダークプリースト,in_sphinx4,2,10,5,0,,,
2526,バンディット,in_sphinx4,2,10,5,0,,,
1098,アヌビス,in_sphinx5,2,50,5,0,,,
1154,パサナ,in_sphinx5,2,50,5,0,,,
1198,ダークプリースト,in_sphinx5,2,50,5,0,,,
1263,ウィンドゴースト,in_sphinx5,2,50,5,0,,,
2526,バンディット,in_sphinx5,2,50,5,0,,,
1157,ファラオ,in_sphinx5,2,1,3600,1800,,,
1458,マルドゥーク(取巻き),in_sphinx5,3,,0,0,1157,,
1464,パサナ(取巻き),in_sphinx5,3,,0,0,1157,,
1161,プランクトン,iz_dun00,2,60,5,0,,,
1068,ヒドラ,iz_dun00,2,50,5,0,,,
1141,マリナ,iz_dun00,2,50,5,0,,,
1066,バドン,iz_dun00,2,40,5,0,,,
1070,ククレ,iz_dun00,2,20,5,0,,,
1068,ヒドラ,iz_dun00,2,20,300,0,,,
1084,黒いきのこ,iz_dun00,4,5,180,0,,,
1066,バドン,iz_dun01,2,60,5,0,,,
1067,カナトウス,iz_dun01,2,50,5,0,,,
1068,ヒドラ,iz_dun01,2,40,5,0,,,
1144,マルス,iz_dun01,2,40,5,0,,,
1070,ククレ,iz_dun01,2,20,5,0,,,
1044,オボンヌ,iz_dun01,2,10,5,0,,,
1084,黒いきのこ,iz_dun01,4,10,180,0,,,
1044,オボンヌ,iz_dun02,2,100,5,0,,,
1264,半漁人,iz_dun02,2,100,5,0,,,
1067,カナトウス,iz_dun02,2,30,5,0,,,
1068,ヒドラ,iz_dun02,2,30,5,0,,,
1144,マルス,iz_dun02,2,20,5,0,,,
1070,ククレ,iz_dun02,2,10,5,0,,,
1084,黒いきのこ,iz_dun02,4,15,180,0,,,
1069,ソードフィッシュ,iz_dun03,2,60,5,0,,,
1045,マルク,iz_dun03,2,50,5,0,,,
1068,ヒドラ,iz_dun03,2,50,5,0,,,
1264,半漁人,iz_dun03,2,40,5,0,,,
1065,ストラウフ,iz_dun03,2,20,5,0,,,
1142,マリンスフィアー,iz_dun03,2,10,5,0,,,
1158,フェン,iz_dun03,2,10,5,0,,,
1045,マルク,iz_dun03,2.5,80,3600,0,1時間毎、5種の内いずれか1種,,
1065,ストラウフ,iz_dun03,2.5,80,3600,0,1時間毎、5種の内いずれか1種,,
1069,ソードフィッシュ,iz_dun03,2.5,80,3600,0,1時間毎、5種の内いずれか1種,,
1158,フェン,iz_dun03,2.5,80,3600,0,1時間毎、5種の内いずれか1種,,
1264,半漁人,iz_dun03,2.5,80,3600,0,1時間毎、5種の内いずれか1種,,
1044,オボンヌ,iz_dun04,2,100,5,0,,,
1065,ストラウフ,iz_dun04,2,100,5,0,,,
1045,マルク,iz_dun04,2,60,5,0,,,
1216,ペノメナ,iz_dun04,2,18,300,0,,,
2394,マーマン,iz_dun04,2,15,5,0,,,
2395,セイレーン,iz_dun04,2,15,5,0,,,
2396,ポセイドン,iz_dun04,2,15,5,0,,,
2397,クラーケンベイビー,iz_dun04,2,15,5,0,,,
1108,デビアス,iz_dun04,2,6,5,0,,,
2198,キングドラモ,iz_dun04,2,1,120,0,,,
2201,スロフォ,iz_dun04,2,1,120,0,,,
2203,ドフレ,iz_dun04,2,1,120,0,,,
2204,セドラ,iz_dun04,2,1,120,0,,,
1044,オボンヌ,iz_dun04,3,,0,0,2395,,
1065,ストラウフ,iz_dun04,3,,0,0,2396,,
1144,マルス,iz_dun04,3,,0,0,2397,,
1264,半漁人,iz_dun04,3,,0,0,2394,,
2204,セドラ,iz_dun05,2,150,5,0,,,
2201,スロフォ,iz_dun05,2,140,5,0,,,
2203,ドフレ,iz_dun05,2,120,5,0,,,
2198,キングドラモ,iz_dun05,2,40,5,0,,,
2205,タクン,iz_dun05,2,20,60,0,,,
2202,クラーケン,iz_dun05,2,1,7200,1800,,,
2384,テンタクルス(1),iz_dun05,2.5,1,0,0,"MVPと同時に特定場所に出現,撃破でMVP弱体化",,
2385,テンタクルス(2),iz_dun05,2.5,1,0,0,"MVPと同時に特定場所(右上)に出現,撃破でMVP弱体化",,
2386,テンタクルス(3),iz_dun05,2.5,1,0,0,"MVPと同時に特定場所に出現,撃破でMVP弱体化",,
2387,テンタクルス(4),iz_dun05,2.5,1,0,0,"MVPと同時に特定場所に出現,撃破でMVP弱体化",,
2388,テンタクルス(5),iz_dun05,2.5,1,0,0,"MVPと同時に特定場所に出現,撃破でMVP弱体化",,
2389,テンタクルスの(1)(取巻き),iz_dun05,3,1,0,0,2202,,
2390,テンタクルスの(2)(取巻き),iz_dun05,3,1,0,0,2202,,
2391,テンタクルスの(3)(取巻き),iz_dun05,3,1,0,0,2202,,
2392,テンタクルスの(4)(取巻き),iz_dun05,3,1,0,0,2202,,
2393,テンタクルスの(5)(取巻き),iz_dun05,3,1,0,0,2202,,
3380,アンカー,iz_dun05,3,,0,0,2205,,
1261,ワイルドローズ,izlude,2,1,7200,0,,,
1084,黒いきのこ,jawaii,2,3,?,0,,,
1074,お化け貝,jawaii,2,3,3600,0,,,
1158,フェン,jawaii,2,3,3600,0,,,
1266,ヒトデ,jawaii,2,3,3600,0,,,
1051,盗蟲,jawaii,2,2,?,0,,,
1085,赤いきのこ,jawaii,2,1,?,0,,,
1668,アークダム,jupe_core,0,50,0,0,,,
1670,ウィンドディミック,jupe_core,0,40,0,0,,,
1671,アイスディミック,jupe_core,0,40,0,0,,,
1672,アースディミック,jupe_core,0,40,0,0,,,
1673,フレイムディミック,jupe_core,0,40,0,0,,,
1365,アポカリプス,jupe_core,0,10,0,0,,,
1685,ヴェスパー,jupe_core,2,1,7200,3600,,,
1365,アポカリプス,jupe_core,3,,0,0,1685,,
1669,ディミック,jupe_core,3,,0,0,1685,,
1675,フレイムヴェナート,jupe_core,3,,0,0,1685,,
1675,フレイムヴェナート,juperos_01,2,60,5,0,,,
1676,ヴェナート,juperos_01,2,60,5,0,,,
1677,ウィンドヴェナート,juperos_01,2,60,5,0,,,
1678,アースヴェナート,juperos_01,2,60,5,0,,,
1679,アイスヴェナート,juperos_01,2,60,5,0,,,
1365,アポカリプス,juperos_02,2,150,?,0,,,
1668,アークダム,juperos_02,2,50,?,0,,,
1674,ゲート制御装置,juperos_02,2,3,1200,0,,,
1735,エリセル,kh_dun01,2,75,?,0,,,
1737,エリザ,kh_dun01,2,40,?,0,,,
1275,アリス,kh_dun01,2,30,1800,0,,,
1738,コンスタント,kh_dun01,2,5,5,0,,,
1745,コンスタント(取巻き),kh_dun01,2,5,5,0,,,
1736,エリオット,kh_dun01,2,3,?,0,,,
1261,ワイルドローズ,kh_dun01,3,,0,0,1275,,
1736,エリオット,kh_dun02,2,100,?,0,1275,,
1737,エリザ,kh_dun02,2,30,?,0,,,
1735,エリセル,kh_dun02,2,5,?,0,,,
1745,コンスタント(取巻き),kh_dun02,2,5,?,0,,,
1738,コンスタント,kh_dun02,2,5,1800,0,,,
1734,キエル-D-01,kh_dun02,2,1,7200,3600,,,
1739,エリセル(取巻き),kh_dun02,3,,0,0,1734,,
1740,エリオット(取巻き),kh_dun02,3,,0,0,1734,,
1745,コンスタント(取巻き),kh_kiehl01,2,10,180,0,,,
1740,エリオット(取巻き),kh_kiehl01,2,7,180,0,,,
1739,エリセル(取巻き),kh_kiehl01,2,5,180,0,,,
1746,エリザ(取巻き),kh_kiehl01,2,4,180,0,,,
1736,エリオット,kh_kiehl01,2,2,180,0,,,
1735,エリセル,kh_kiehl01,2,1,180,0,,,
1737,エリザ,kh_kiehl01,2,1,180,0,,,
1739,エリセル(取巻き),kh_kiehl01,5,1,0,0,オブジェクトのクリックで出現,,
1740,エリオット(取巻き),kh_kiehl01,5,,0,0,オブジェクトのクリックで出現,,
1733,キエル,kh_kiehl02,3,,0,0,,,
1739,エリセル(取巻き),kh_kiehl02,3,,0,0,オブジェクトのクリックで出現,,
1740,エリオット(取巻き),kh_kiehl02,3,,0,0,,,
1745,コンスタント(取巻き),kh_kiehl02,3,,0,0,,,
1682,リムーバ,lhz_dun01,2,380,5,0,,,
1627,ウィレス,lhz_dun01,2,30,5,0,,,
1653,ヒュッケバイン=トリス(一次職),lhz_dun02,2,70,5,0,,,
1654,アルマイア=デュンゼ(一次職),lhz_dun02,2,70,5,0,,,
1652,イグニゼム=セニア(一次職),lhz_dun02,2,60,5,0,,,
1655,イレンド=エベシ(一次職),lhz_dun02,2,60,5,0,,,
1657,ラウレル=ヴィンダー(一次職),lhz_dun02,2,50,5,0,,,
1627,ウィレス,lhz_dun02,2,40,5,0,,,
1656,カヴァク=イカルス(一次職),lhz_dun02,2,40,5,0,,,
1681,ジェミニ-S58,lhz_dun02,2,10,1800,0,,,
1658,イグニゼム=セニア(一次職)(MVP),lhz_dun02,2,1,7200,5400,,,
2441,ウィッシュ=マスコット,lhz_dun02,2,1,14400,10800,,,
2442,アーティス=マスコット,lhz_dun02,2,1,14400,10800,,,
1659,ヒュッケバイン=トリス(一次職)(取巻き),lhz_dun02,3,,0,0,1658,,
1660,アルマイア=デュンゼ(一次職)(取巻き),lhz_dun02,3,,0,0,1658,,
1661,イレンド=エベシ(一次職)(取巻き),lhz_dun02,3,,0,0,1658,,
1662,カヴァク=イカルス(一次職)(取巻き),lhz_dun02,3,,0,0,1658,,
1663,ラウレル=ヴィンダー(一次職)(取巻き),lhz_dun02,3,,0,0,1658,,
1634,セイレン=ウィンザー(転生二次職),lhz_dun03,2,20,20,0,7体のボスの中の1体が1時間40分～2時間10分の間に追加出現,,
1637,マーガレッタ=ソリン(転生二次職),lhz_dun03,2,20,20,0,7体のボスの中の1体が1時間40分～2時間10分の間に追加出現,,
1638,セシル=ディモン(転生二次職),lhz_dun03,2,20,20,0,7体のボスの中の1体が1時間40分～2時間10分の間に追加出現,,
1639,カトリーヌ=ケイロン(転生二次職),lhz_dun03,2,20,20,0,7体のボスの中の1体が1時間40分～2時間10分の間に追加出現,,
1635,エレメス=ガイル(転生二次職),lhz_dun03,2,10,20,0,7体のボスの中の1体が1時間40分～2時間10分の間に追加出現,,
1636,ハワード=アルトアイゼン(転生二次職),lhz_dun03,2,10,20,0,7体のボスの中の1体が1時間40分～2時間10分の間に追加出現,,
1640,セイレン=ウィンザー(転生二次職)(オーラ),lhz_dun03,2,1,600,0,7体のボスの中の1体が1時間40分～2時間10分の間に追加出現,,
1641,エレメス=ガイル(転生二次職)(オーラ),lhz_dun03,2,1,600,0,7体のMVPの中の1体が1時間40分～2時間10分の間に出現,,
1642,ハワード=アルトアイゼン(転生二次職)(オーラ),lhz_dun03,2,1,600,0,7体のMVPの中の1体が1時間40分～2時間10分の間に出現,,
1643,マーガレッタ=ソリン(転生二次職)(オーラ),lhz_dun03,2,1,600,0,7体のMVPの中の1体が1時間40分～2時間10分の間に出現,,
1644,セシル=ディモン(転生二次職)(オーラ),lhz_dun03,2,1,600,0,7体のMVPの中の1体が1時間40分～2時間10分の間に出現,,
1645,カトリーヌ=ケイロン(転生二次職)(オーラ),lhz_dun03,2,1,600,0,7体のMVPの中の1体が1時間40分～2時間10分の間に出現,,
1805,セイレン=ウィンザー(転生二次職)(オーラ)(取巻き),lhz_dun03,3,,0,0,1647,,
1805,セイレン=ウィンザー(転生二次職)(オーラ)(取巻き),lhz_dun03,3,,0,0,1648,,
1805,セイレン=ウィンザー(転生二次職)(オーラ)(取巻き),lhz_dun03,3,,0,0,1649,,
1805,セイレン=ウィンザー(転生二次職)(オーラ)(取巻き),lhz_dun03,3,,0,0,1650,,
1805,セイレン=ウィンザー(転生二次職)(オーラ)(取巻き),lhz_dun03,3,,0,0,1651,,
1806,エレメス=ガイル(転生二次職)(オーラ)(取巻き),lhz_dun03,3,,0,0,1646,,
1806,エレメス=ガイル(転生二次職)(オーラ)(取巻き),lhz_dun03,3,,0,0,1648,,
1806,エレメス=ガイル(転生二次職)(オーラ)(取巻き),lhz_dun03,3,,0,0,1649,,
