モンスタID,モンスタ名,ひらがな名,Level,Hp,Str,Agi,Vit,Int,Dex,Luk,Atk1,Atk2,Def,Mdef,BaseExp,JobExp,Size,属性,種族,BOSS属性,MvpExp,アクティブ属性,リンク属性,詠唱反応,ルート属性,ニューマ有効,固定,召還モンスタ
2131,ニーズヘッグ,さまようむらさきいろのりゅう,145,4007433,140,81,69,122,147,61,5075,3530,60,51,458544,209236,2,67,9,1,229272,1,0,1,0,0,0,
2132,ポムスパイダー,ぽむすぱいだー,132,94364,156,21,178,88,80,102,948,215,240,115,18300,8854,1,62,4,0,0,1,0,0,0,0,0,
2133,アングラマンティス,あんぐらまんてぃす,132,101229,122,23,119,81,89,79,869,177,175,111,22243,8881,1,42,4,0,0,1,0,0,0,0,0,3600(1)/3601(1)/3602(1)/3603(1)/3604(1)/3606(1)
2134,パルス,ぱるす,145,183564,20,86,128,144,86,51,867,9152,161,139,77571,30879,0,42,2,0,0,1,0,0,0,0,0,
2136,リトルファートゥム,りとるふぁーとぅむ,145,182214,10,84,107,248,84,97,863,9452,101,198,77733,31128,0,44,7,0,0,1,0,0,0,0,0,
2137,ミミン,みみん,144,179429,30,81,105,177,84,77,845,9222,120,120,76254,30501,0,20,0,0,0,1,0,0,0,0,0,1109(2)
2138,守護者の記憶の破片(1),しゅごしゃのきおくのはへん(1),130,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,
2139,守護者の記憶の破片(1)(取巻き),しゅごしゃのきおくのはへん(1)(とりまき),130,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,
2140,守護者の記憶の破片(2),しゅごしゃのきおくのはへん(2),130,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,
2141,守護者の記憶の破片(2)(取巻き),しゅごしゃのきおくのはへん(2)(とりまき),130,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,
2142,守護者の記憶の破片(3),しゅごしゃのきおくのはへん(3),130,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,
2143,守護者の記憶の破片(3)(取巻き),しゅごしゃのきおくのはへん(3)(とりまき),130,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,
2144,鹿角スカラバ(取巻き),ろっかくすからば(とりまき),115,39901,13,49,25,66,131,45,949,600,210,10,0,0,1,42,4,0,0,1,0,0,0,0,0,
2145,剛角スカラバ(取巻き),ごうかくすからば(とりまき),115,42774,90,16,34,5,140,27,1359,212,230,7,0,0,1,42,4,0,0,1,0,0,0,0,0,
2151,アーノルディ,あーのるでぃ,40,10610,35,27,20,55,20,15,208,50,63,20,1404,462,1,22,3,0,0,1,0,0,0,0,0,
2152,デワタドラゴン,でわたどらごん,78,9912,69,63,41,15,90,48,340,50,99,11,1617,583,1,65,2,0,0,1,0,0,0,0,0,
2153,極楽鳥,ごくらくちょう,75,9696,42,73,51,48,80,35,618,159,72,33,1530,573,1,24,8,0,0,1,0,0,0,0,0,
2154,バナスパティ,ばなすぱてぃ,100,63343,61,78,35,77,79,20,805,182,63,100,9687,13479,0,63,0,0,0,1,0,0,0,0,0,
2155,ブトイジョ,ぶといじょ,100,65374,66,65,30,30,106,44,762,102,77,100,10237,13667,2,43,6,0,0,1,0,0,0,0,0,
2156,レヤック,れやっく,94,1566000,122,125,30,85,186,55,3723,1284,280,128,166944,78808,2,47,6,1,83472,1,0,1,0,0,0,
2157,バナスパティ(取巻き),ばなすぱてぃ(とりまき),105,73343,61,78,35,77,79,20,1105,182,63,89,0,0,0,63,0,0,0,1,0,0,0,0,0,
2161,ヘラクレススカラバ,へらくれすすからば,120,217535,47,29,55,101,256,33,547,3490,95,10,99260,61854,0,22,4,1,0,1,0,1,0,0,0,
2162,コーカサススカラバ,こーかさすすからば,120,241394,56,30,72,125,192,31,412,3660,105,15,99233,61888,0,42,4,1,0,1,0,1,0,0,0,
2163,レギウススカラバ,れぎうすすからば,120,223149,23,39,59,209,136,40,182,4420,100,20,99280,61830,1,62,4,1,0,1,0,1,0,0,0,
2164,アトラススカラバ,あとらすすからば,120,273673,60,36,95,72,196,22,344,3840,120,25,99320,61780,1,82,4,1,0,1,0,1,0,0,0,
2165,女帝スカラバ,じょていすからば,149,8441600,100,88,82,149,211,144,5385,8240,350,220,916098,416320,2,82,4,1,2051100,1,0,1,0,0,0,
2166,ヘラクレススカラバの卵,へらくれすすからばのたまご,110,429018,1,1,124,1,1,1,1281,719,180,240,48501,23307,0,22,4,0,0,0,0,0,0,0,1,
2167,コーカサススカラバの卵,こーかさすすからばのたまご,110,467323,1,1,144,1,1,1,1281,719,200,200,48571,23237,0,22,4,0,0,0,0,0,0,0,0,
2168,レギウススカラバの卵,れぎうすすからばのたまご,110,505628,1,1,164,1,1,1,1281,719,220,160,49361,25424,0,22,4,0,0,0,0,0,0,0,1,
2169,アトラススカラバの卵,あとらすすからばのたまご,110,543933,1,1,184,1,1,1,1281,719,240,120,49417,22391,0,22,4,0,0,0,0,0,0,0,1,
2170,レギウススカラバ(取巻き),れぎうすすからば(とりまき),120,223149,23,39,59,209,136,40,182,4420,100,20,0,0,1,62,4,1,0,1,0,1,0,0,0,
2171,アトラススカラバ(取巻き),あとらすすからば(とりまき),120,273673,60,36,95,72,196,22,344,3840,120,25,0,0,1,82,4,1,0,1,0,1,0,0,0,
2172,ヘラクレススカラバ(取巻き),へらくれすすからば(とりまき),120,217535,47,29,55,101,256,33,547,3490,95,10,0,0,0,22,4,1,0,1,0,1,0,0,0,
2173,コーカサススカラバ(取巻き),こーかさすすからば(とりまき),120,241394,56,30,72,125,192,31,412,3660,105,15,0,0,0,42,4,1,0,1,0,1,0,0,0,
2174,古代のバドン,こだいのばどん,50,4465,85,21,138,60,33,45,278,125,44,21,8465,4788,0,21,5,1,0,1,0,1,0,0,0,
2175,用心棒イカ,ようじんぼういか,95,85714,133,37,85,156,133,60,660,320,58,218,15045,7724,1,41,5,0,0,1,0,1,0,0,0,
2176,深海のカニ,しんかいのかに,40,1569,72,24,84,37,28,65,246,105,36,15,3080,1604,0,21,5,1,0,1,0,1,0,0,0,
2177,深海のカナトウス,しんかいのかなとうす,75,6588,100,37,135,66,37,75,229,137,42,28,12623,6088,0,21,5,1,0,1,0,1,0,0,0,
2178,深海のお化け貝,しんかいのおばけがい,90,38566,112,31,68,75,66,60,520,122,43,35,23697,12344,0,41,5,1,0,1,0,1,0,0,0,
2179,古代のククレ,こだいのくくれ,30,958,25,15,112,60,22,30,175,68,23,13,1826,960,0,21,5,1,0,1,0,1,0,0,0,
2180,変異のストラウフ,へんいのすとらうふ,130,57158,139,66,81,122,83,66,1200,735,67,31,58538,32880,2,61,5,1,0,1,0,1,0,0,0,
2181,古代のソードフィッシュ,こだいのそーどふぃっしゅ,112,56511,105,10,115,85,54,65,849,235,105,17,55793,26448,2,41,5,1,0,1,0,1,0,0,0,
2182,古代のマルク,こだいのまるく,110,54565,100,7,91,83,88,66,723,331,95,11,54218,24336,1,41,5,1,0,1,0,1,0,0,0,
2183,変異のアノリアン,へんいのあのりあん,131,283651,177,28,55,126,38,61,1422,312,68,22,203867,106496,1,41,5,1,0,1,0,1,0,0,0,
2184,古代のオボンヌ,こだいのおぼんぬ,115,54159,136,12,101,233,66,55,1102,345,68,25,59762,36784,1,61,5,1,0,1,0,1,0,0,0,
2185,変異の河童,へんいのかっぱ,126,66518,167,49,128,61,51,20,1290,256,111,28,65064,37600,1,41,5,1,0,1,0,1,0,0,0,
2187,暗黒のシーラカンス,あんこくのしーらかんす,120,5836988,160,60,160,80,60,160,3290,890,200,40,1125000,625000,2,41,5,1,1,1,0,1,0,0,0,
2188,異形のシーラカンス,いけいのしーらかんす,120,5836988,80,60,160,160,180,160,4290,1890,180,50,1125000,625000,2,41,5,1,1,1,0,1,0,0,0,
2189,変異のシーラカンス,へんいのしーらかんす,160,6351884,180,60,260,260,60,260,1123,3256,180,50,1125000,625000,2,41,5,1,1,1,0,1,0,0,0,
2190,暴虐のシーラカンス,ぼうぎゃくのしーらかんす,160,6351884,260,60,260,180,60,260,5123,1256,200,40,1125000,625000,2,41,5,1,1,1,0,1,0,0,0,
2191,巨大な海藻,きょだいなかいそう,100,100000,1,1,1,1,1,1,1,1,1,1,0,0,0,21,5,0,0,1,0,0,0,0,0,
2192,子分タコ,こぶんたこ,84,18893,111,54,65,78,68,55,458,425,101,16,5680,6564,0,41,5,0,0,1,0,1,0,0,0,
2193,頭領タコの足,とうりょうたこのあし,110,796203,189,45,72,85,132,72,4129,212,141,105,107193,50464,0,41,5,1,0,1,0,0,0,0,1,
2194,頭領タコ,とうりょうたこ,112,847146,145,91,138,60,113,45,2312,252,154,21,111624,50788,2,41,5,1,0,1,0,1,0,0,0,
2197,レッドエルマ,れっどえるま,93,24557,77,60,88,21,69,21,322,290,32,102,8454,3745,0,41,5,1,0,0,1,0,0,0,0,
2198,キングドラモ,きんぐどらも,127,53419,9,40,150,9,30,39,976,87,180,22,24038,35958,2,41,5,1,0,0,1,0,0,0,0,2277(5)
2199,シオラバ,しおらば,80,13750,10,20,66,70,47,10,339,210,18,40,3054,5572,0,21,0,0,0,0,1,0,1,0,0,
2201,スロフォ,すろふぉ,125,66971,77,83,33,103,19,66,740,512,4,80,28127,34206,1,41,5,0,0,0,1,0,0,0,0,
2202,クラーケン,くらーけん,130,2669000,196,109,165,117,162,158,4323,2830,55,229,306906,141540,2,81,5,1,1,1,0,1,0,0,0,
2203,ドフレ,どふれ,115,44156,100,22,28,25,64,26,580,375,100,35,18545,21858,0,41,5,0,0,0,1,0,1,0,0,
2204,セドラ,せどら,120,54487,96,58,25,47,79,50,600,490,62,13,22884,29766,1,41,5,0,0,1,0,0,0,0,0,
2205,タクン,たくん,130,274390,99,110,10,30,90,110,1300,390,42,9,135710,68597,2,81,5,0,0,1,0,1,0,0,0,
2208,ワイルドライダー,わいるどらいだー,125,27750,139,134,89,116,134,56,1420,1130,480,22,34854,16644,2,41,5,1,0,0,0,0,1,0,0,
2221,ランデル=ロレンス(転生二次職),らんでる=ろれんす,156,413389,158,74,213,50,185,65,3855,1230,180,156,270158,184248,1,66,7,0,0,1,0,1,0,0,0,
2222,エミュール=プラメール(転生二次職),えみゅーる=ぷらめーる(てんせいにじしょく),157,297477,141,78,70,81,147,51,3723,1602,86,112,368474,210582,1,63,7,0,0,1,0,1,0,0,0,
2223,セリア=アルデ(転生二次職),せりあ=あるで,152,216532,136,99,61,121,121,49,2112,2850,74,312,370465,182250,1,68,7,0,0,1,0,1,0,0,0,3607(1)/3608(1)/3609(1)/3610(1)/3612(1)
2224,チェン=リウ(転生二次職),ちぇん=りう,153,342544,122,81,83,130,201,61,4214,748,125,156,305748,209430,1,81,6,0,0,1,0,1,0,0,0,
2225,ガーティー=ウー(転生二次職),がーてぃー=うー(てんせいにじしょく),155,340661,180,125,55,51,211,45,3684,707,108,100,248320,209592,1,85,6,0,0,1,0,1,0,0,0,1794(3)
2226,アルフォシオ=バジル(転生二次職),あるふぉしお=ばじる(てんせいにじしょく),154,254430,120,97,71,181,81,81,3227,2276,84,115,341150,197028,1,64,7,0,0,1,0,1,0,0,0,1261(1)
2227,トレンティーニ(転生二次職),とれんてぃーに,154,253544,115,81,65,194,95,76,3270,2306,70,112,341096,197280,1,64,7,0,0,1,0,1,0,0,0,
2228,ランデル=ロレンス(転生二次職)(オーラ),らんでる=ろれんす(ぼす),150,2219167,341,105,151,151,215,116,6837,3017,667,151,460958,237351,1,86,7,1,0,1,0,1,0,0,0,
2229,エミュール=プラメール(転生二次職)(オーラ),えみゅーる=ぷらめーる(てんせいにじしょく)(オーラ),150,1943125,279,105,157,120,187,121,6355,3514,253,113,451814,232664,1,83,7,1,0,1,0,1,0,0,0,
2230,セリア=アルデ(転生二次職)(オーラ),せりあ=あるで(ぼす),150,1687633,215,98,171,255,217,135,4481,4114,201,543,427183,224542,1,68,7,1,0,1,0,1,0,0,0,
2231,チェン=リウ(転生二次職)(オーラ),ちぇん=りう(ぼす),150,1863750,230,115,165,110,248,116,7617,2247,216,134,421567,217792,1,81,7,1,0,1,0,1,0,0,0,1249(3)
2232,ガーティー=ウー(転生二次職)(オーラ),がーてぃー=うー(てんせいにじしょく)(おーら),150,1779508,217,195,127,51,383,111,6162,2274,251,107,426441,218300,1,85,7,1,0,1,0,1,0,0,0,
2233,アルフォシオ=バジル(転生二次職)(オーラ),あるふぉしお=ばじる(てんせいにじしょく)(おーら),150,1708017,269,111,130,227,220,149,5641,4749,201,109,426211,218494,1,84,7,1,0,1,0,1,0,0,0,
2234,トレンティーニ(転生二次職)(オーラ),とれんてぃーに(ぼす),150,1708017,217,115,165,227,183,111,5616,4736,181,112,426211,218494,1,84,7,1,0,1,0,1,0,0,0,
2235,ランデル=ロレンス(転生二次職)(MVP),らんでる=ろれんす(MVP),160,5725000,291,155,201,101,265,66,7537,3017,667,151,654015,296468,1,86,7,1,1,1,0,1,0,0,0,3601(1)/3602(1)/3603(1)/3604(1)/3606(1)/3607(1)
2236,エミュール=プラメール(転生二次職)(MVP),えみゅーる=ぷらめーる(てんせいにじしょく)(MVP),160,3525000,159,175,157,170,237,71,7355,2514,253,113,433329,197776,1,83,7,1,1,1,0,1,0,0,0,3600(1)/3602(1)/3603(1)/3604(1)/3605(1)/3606(1)
2237,セリア=アルデ(転生二次職)(MVP),せりあ=あるで(MVP),160,3206503,165,148,171,155,267,85,5481,6114,201,543,403206,185920,1,68,7,1,1,1,0,1,0,0,0,3600(1)/3601(1)/3603(1)/3604(1)/3606(1)/3607(1)
2238,チェン=リウ(転生二次職)(MVP),ちぇん=りう(MVP),160,3541125,180,165,165,50,298,66,8117,1947,216,134,435138,198752,1,81,7,1,1,1,0,1,0,0,0,3600(1)/3601(1)/3602(1)/3604(1)/3606(1)/3607(1)
2239,ガーティー=ウー(転生二次職)(MVP),がーてぃー=うー(てんせいにじしょく)(MVP),160,3381066,217,315,127,51,333,61,7161,1274,251,107,417501,189468,1,85,7,1,1,1,0,1,0,0,0,3600(1)/3601(1)/3602(1)/3603(1)/3605(1)/3606(1)
2240,アルフォシオ=バジル(転生二次職)(MVP),あるふぉしお=ばじる(てんせいにじしょく)(MVP),160,3245232,219,161,130,107,270,99,6641,4749,201,109,406875,187368,1,84,7,1,1,1,0,1,0,0,0,3600(1)/3601(1)/3602(1)/3603(1)/3604(1)/3606(1)
2241,トレンティーニ(転生二次職)(MVP),とれんてぃーに(MVP),160,3245232,167,247,165,217,233,61,6016,4936,181,112,406437,186784,1,84,7,1,1,1,0,1,0,0,0,3600(1)/3601(1)/3602(1)/3603(1)/3604(1)/3606(1)
2242,飢えた実験動物(デザートウルフ),うえたじっけんどうぶつ(でざーとうるふ),135,551578,151,69,63,72,98,42,676,59,151,39,0,0,1,20,6,0,0,1,0,0,0,0,0,
2243,飢えた実験動物(子デザートウルフ),うえたじっけんどうぶつ(こでざーとうるふ),130,274531,101,12,8,121,17,7,33,8,13,123,0,0,0,20,6,0,0,1,0,0,0,0,0,
2244,チャンピオン,めざめたじっけんたい,130,300,122,81,83,130,201,61,103,23,25,56,0,0,1,81,1,0,0,1,0,0,0,0,0,
2277,ローラ(取巻き),ろーら(とりまき),136,375489,144,50,45,69,149,40,3599,1,110,8,0,0,0,43,7,1,0,0,0,0,0,0,0,
2278,エルヴィラ(取巻き),えるヴぃら(とりまき),138,128932,139,78,92,85,98,72,1388,1,91,8,0,0,1,64,0,1,0,0,0,0,0,0,0,
2279,ソヒョン(取巻き),そひょん(とりまき),137,105326,88,84,98,126,116,40,2211,1,110,8,0,0,1,64,7,1,0,0,0,0,0,0,0,
2280,ルド(取巻き),るど(とりまき),135,230889,106,65,61,42,125,72,1901,1,44,6,0,0,0,66,8,1,0,0,0,0,0,0,0,
2309,ブギスギス,ぶぎすぎす,127,119937,130,16,11,31,79,90,1572,299,115,5,67489,41469,2,42,7,1,0,1,0,0,0,0,0,
2310,エンカント,えんかんと,127,117776,147,20,9,28,62,95,1604,291,111,1,66131,42827,1,42,7,1,0,1,0,0,0,0,0,
2311,マナナンガル,まななんがる,100,65419,55,39,45,62,71,15,1204,383,44,11,22219,12711,1,45,6,0,0,1,0,1,0,0,0,
2312,マンククーラム,まんくくーらむ,100,57298,35,31,27,67,62,28,1161,394,69,25,22217,12713,1,45,6,0,0,1,0,1,0,0,0,
2313,ティクバラン,てぃくばらん,105,49440,65,47,4,41,44,56,776,205,114,4,27342,19833,2,64,2,1,0,1,0,0,0,0,0,
2314,チャナック,ちゃなっく,100,63615,41,29,41,51,65,47,1179,360,66,3,22248,12682,0,45,6,0,0,1,0,1,0,0,0,
2315,ワクワク,わくわく,100,73992,44,35,64,56,69,29,1179,363,24,21,22229,12701,0,45,6,0,0,1,0,1,0,0,0,
2316,ジェジェリン,じぇじぇりん,104,48282,108,51,4,102,37,4,3420,6885,2,26,27204,13320,2,42,3,1,0,0,0,1,0,0,0,
2317,ビョンウンゴ,びょんうんご,110,2119517,151,92,110,112,151,57,2200,1500,411,95,0,0,1,47,6,1,0,1,0,1,0,0,0,
2318,憤怒のビョンウンゴ,ふんどのびょんうんご,110,2119517,151,92,110,112,151,57,2200,1500,411,95,0,0,1,47,6,1,0,0,0,0,0,0,0,
2319,ブワヤ,ぶわや,151,4090365,151,201,130,231,210,66,5614,3501,201,28,478641,217772,2,81,9,1,0,1,0,1,0,0,0,
2320,バコナワ(第一形態),ばこなわ,156,5351884,251,134,194,70,237,66,5301,6501,472,0,0,0,2,81,9,1,0,1,0,0,0,1,0,
2321,バコナワ(第二形態),ばこなわ(だいにけいたい),156,5351884,251,134,194,70,237,66,5301,6501,472,0,0,0,2,81,9,1,0,1,0,0,0,0,0,
2322,バコナワ(第三形態),ばこなわのいし,156,5351884,251,134,194,70,237,66,5301,6501,472,0,613134,279624,2,81,9,1,0,1,0,0,0,0,0,
2327,忌み木のビョンウンゴ,いみきのびょんうんご,110,50,151,92,110,112,151,57,2200,1500,411,95,259473,119780,1,47,6,1,0,0,0,0,0,0,0,
2328,太鼓,たいこ,1,200,0,0,0,0,0,0,1,1,100,99,0,0,0,20,0,0,0,0,0,0,0,0,1,
2329,ブワヤの卵,ぶわやのたまご,120,10000,1,1,1,1,1,1,1,1,90,90,2800,2800,0,60,0,0,0,0,0,0,0,0,0,
2330,働きブワヤ,はたらきぶわや,135,390145,151,160,110,102,63,61,2413,1041,105,21,105680,56320,0,22,9,0,0,1,0,1,0,0,0,
2331,水草,みずくさ,100,10,1,1,1,1,1,1,1,1,1,1,0,0,0,21,5,0,0,1,0,0,0,0,1,
2332,ブワヤの影,ぶわやのかげ,148,412356,201,168,174,112,61,57,3280,1752,481,28,108720,52712,0,82,9,1,0,1,0,1,0,0,0,
2333,箱のひび,はこのひび,138,20,0,0,0,0,0,0,0,1,100,78,0,0,0,81,3,1,0,0,0,0,0,0,1,1759(1)/1757(1)/1760(1)/1758(1)
2334,悪夢のワクワク,あくむのわくわく,115,140258,54,53,49,41,102,31,2101,658,14,101,63720,42632,0,45,6,0,0,1,0,1,0,0,0,
2335,バコナワの宝箱,ばこなわのたからばこ,140,5,0,0,0,0,1199,0,0,0,100,0,0,0,0,26,0,1,0,0,0,0,0,0,0,
2338,悪夢のマナナンガル,あくむのまななんがる,115,122358,44,45,30,61,104,26,2068,727,24,111,62738,43747,1,45,6,0,0,1,0,1,0,0,0,
2339,悪夢のマンククーラム,あくむのまんくくーらむ,115,109171,35,51,16,78,92,22,2041,775,29,125,63759,42314,1,45,6,0,0,1,0,1,0,0,0,
2340,悪夢のチャナック,あくむのちゃなっく,115,118590,47,48,26,51,98,47,2092,697,26,103,64708,41978,0,45,6,0,0,1,0,1,0,0,0,
2353,グレイヴミノタウロス,ぐれいヴみのたうろす,130,248170,290,277,100,29,151,0,2591,1034,0,0,139595,83757,2,63,2,1,0,1,0,1,0,0,0,
2354,グレイヴマミー,ぐれいヴまみー,110,451203,13,272,25,50,204,70,989,150,97,0,233137,82896,1,29,1,1,0,1,0,0,0,0,0,
2355,グレイヴベリット,ぐれいヴべりっと,128,524311,30,275,23,30,181,15,2356,101,103,0,231264,80777,1,29,1,1,0,0,0,0,1,0,0,
2356,グレイヴミミック,ぐれいヴみみっく,126,191318,22,289,25,70,229,21,3131,85,111,0,124012,82674,1,80,1,1,0,1,0,1,0,0,0,
2357,グレイヴミミック(取巻き),ぐれいヴみみっく(とりまき),126,191318,22,289,25,70,229,21,3131,85,111,0,0,0,1,80,1,1,0,1,0,1,0,0,0,
2358,グレイヴアクラウス,ぐれいヴあくらうす,131,202441,31,298,23,15,222,31,3281,64,89,0,128202,85468,0,82,1,1,0,1,0,1,0,0,0,
2359,グレイヴアクラウス(取巻き),ぐれいヴあくらうす(とりまき),131,202441,31,298,23,15,222,31,3281,64,89,0,0,0,0,82,1,1,0,1,0,1,0,0,0,1018(3)
2360,グレイヴクラウンマミー,ぐれいヴくらうんまみー,135,513891,45,271,15,80,211,7,2531,2619,56,0,281931,121287,1,29,1,1,0,1,0,1,0,0,0,2354(2)
2361,グレイヴクラウンマミー(取巻き),ぐれいヴくらうんまみー(とりまき),135,513891,45,271,15,80,211,7,2531,2619,56,0,0,0,1,29,1,1,0,1,0,1,0,0,0,
2362,アメンホテプ,あめんほてぷ,132,8123931,80,275,23,120,201,10,5819,8131,28,0,831331,554220,2,89,1,1,1,1,0,0,0,0,0,2359/2361/1038(1)
2363,メンブリッツ,めんぶりっつ,94,48217,20,66,110,9,48,1,410,245,39,13,5967,11934,1,44,4,0,0,0,1,0,0,0,0,
2364,ペタル,ぺたる,94,15211,1,7,6,5,456,1,308,33,33,26,12863,5038,1,22,2,0,0,1,0,0,0,1,0,
2365,チェネレ,ちぇねれ,126,165419,67,42,30,45,50,45,1385,692,117,31,69523,36717,0,85,0,0,0,1,0,1,0,0,0,
2366,毀損された古書,きそんされたこしょ,126,167964,67,17,32,44,125,5,1382,652,124,22,71324,34916,0,87,0,0,0,1,0,1,0,0,0,
2367,ヴァッサー・リヒテルン,ヴぁっさー・りひてるん,126,236677,134,68,55,40,79,10,1240,211,76,10,85416,20824,0,81,0,1,0,1,0,1,0,0,0,
2368,ゲルブ・リヒテルン,げるぶ・りひてるん,138,248005,131,110,59,71,94,37,2141,235,84,11,96385,50795,0,84,0,1,0,1,0,1,0,0,0,
2369,フンケ・リヒテルン,ふんけ・りひてるん,138,244885,137,67,57,75,88,31,2593,294,88,13,95037,52143,0,83,0,1,0,1,0,1,0,0,0,
2370,フェルス・リヒテルン,ふぇるす・りひてるん,138,308057,127,20,58,82,126,40,2135,253,90,17,89504,57676,0,82,0,1,0,1,0,1,0,0,0,
2371,リヒトヘルシャー,りひとへるしゃー,138,272962,80,28,40,25,88,45,2051,174,179,71,166240,128120,2,88,0,1,0,1,0,1,0,0,0,
2375,怪しい存在,あやしいそんざい,100,4444,114,44,62,97,85,43,171,85,80,6,0,0,1,69,6,1,0,1,0,1,0,0,0,
2376,魔王の部下,まおうのてした,100,2000,121,42,71,65,85,44,181,83,81,5,0,0,1,67,6,1,0,1,0,1,0,0,0,
2379,靴下スモーキー,くつしたすもーきー,10,128,1,0,0,0,0,0,1,1,1,0,0,0,0,22,2,0,0,0,0,0,0,0,0,
2384,テンタクルス(1),てんたくるす,128,2051260,130,102,123,128,189,116,7285,3555,128,158,247443,118384,2,61,5,1,0,1,0,0,0,1,0,
2385,テンタクルス(2),てんたくるす,128,2051260,130,102,123,128,189,116,7285,3555,128,158,247443,118384,2,61,5,1,0,1,0,0,0,1,0,
2386,テンタクルス(3),てんたくるす,128,2051260,130,102,123,128,189,116,7285,3555,128,158,247443,118384,2,61,5,1,0,1,0,0,0,1,0,
2387,テンタクルス(4),てんたくるす,128,2051260,130,102,123,128,189,116,7285,3555,128,158,247443,118384,2,61,5,1,0,1,0,0,0,1,0,
2388,テンタクルス(5),てんたくるす,128,2051260,130,102,123,128,189,116,7285,3555,128,158,247443,118384,2,61,5,1,0,1,0,0,0,1,0,
2389,テンタクルスの(1)(取巻き),てんたくるす(とりまき),128,2051260,130,102,123,128,189,116,7285,3555,128,158,0,0,2,61,5,1,0,1,0,0,0,1,0,
2390,テンタクルスの(2)(取巻き),てんたくるす(とりまき),128,2051260,130,102,123,128,189,116,7285,3555,128,158,0,0,2,61,5,1,0,1,0,0,0,1,0,
2391,テンタクルスの(3)(取巻き),てんたくるす(とりまき),128,2051260,130,102,123,128,189,116,7285,3555,128,158,0,0,2,61,5,1,0,1,0,0,0,1,0,
2392,テンタクルスの(4)(取巻き),てんたくるす(とりまき),128,2051260,130,102,123,128,189,116,7285,3555,128,158,0,0,2,61,5,1,0,1,0,0,0,1,0,
2393,テンタクルスの(5)(取巻き),てんたくるす(とりまき),128,2051260,130,102,123,128,189,116,7285,3555,128,158,0,0,2,61,5,1,0,1,0,0,0,1,0,
2394,マーマン,まーまん,106,55604,145,38,57,19,40,10,530,204,30,7,27802,27744,1,81,5,0,0,1,0,1,0,0,0,1264(2)
2395,セイレーン,せいれーん,108,58520,132,42,14,90,51,15,520,257,8,6,29260,31280,1,81,5,0,0,1,0,1,0,0,0,1044(2)
2396,ポセイドン,ぽせいどん,110,61568,134,31,31,60,37,20,560,260,47,10,30784,36676,2,81,5,0,0,1,0,1,0,0,0,1065(2)
2397,クラーケンベイビー,くらーけんべいびー,104,45710,111,39,75,10,33,10,640,51,38,18,22855,23716,0,61,5,0,0,1,0,1,0,0,0,1045(2)
2415,セイレン=ウィンザー(二次職),せいれん=うぃんざー(ぎるどD),90,39780,120,60,80,30,40,1,577,85,149,30,63262,42175,1,63,7,0,0,1,0,0,0,0,0,
2416,エレメス=ガイル(二次職),えれめす＝がいる(にじしょく),84,27087,120,100,20,20,40,40,689,53,29,20,54075,36050,1,85,7,0,0,1,0,0,0,0,0,
2417,ハワード=アルトアイゼン(二次職),はわーど＝あるとあいぜん(ぎるどD),87,35409,140,20,100,1,40,10,632,53,87,9,61807,41205,1,81,7,0,0,1,0,0,0,0,0,
2418,セシル=ディモン(二次職),せしる=でぃもん(ぎるどD),83,26505,120,80,1,1,80,60,474,73,18,13,57525,38350,1,64,7,0,0,1,0,0,0,1,0,
2419,カトリーヌ=ケイロン(二次職),かとりーぬ=けいろん(にじしょく),88,21276,1,1,10,140,10,10,112,450,9,86,56512,37675,1,68,7,0,0,1,0,0,0,0,0,
2420,マーガレッタ=ソリン(二次職),まーがれった=そりん(ぎるどD),85,27576,10,50,60,120,40,10,524,328,77,73,56887,37925,1,66,7,0,0,1,0,1,0,0,0,
2421,イグニゼム=セニア(二次職),いぐにぜむ=せにあ(ぎるどD),90,40320,70,10,120,70,30,1,482,142,186,48,51200,76800,1,43,7,0,0,1,0,0,0,0,0,
2422,ヒュッケバイン=トリス(二次職),ひゅっけばいん=とりす(ぎるどD),82,35136,1,70,70,1,70,1,245,96,35,12,52240,78360,1,65,7,0,0,1,0,1,0,0,0,
2423,アルマイア=デュンゼ(二次職),あるまいあ=でゅんぜ(にじしょく),81,34128,80,60,60,60,40,50,337,182,80,56,46175,69262,1,62,7,0,0,1,0,1,0,0,0,3613(1)/3614(1)/3615(1)/3616(1)/3617(1)/3619(1)
2424,カヴァク=イカルス(二次職),かヴぁく=いかるす(にじしょく),89,37911,1,1,80,80,80,1,355,93,24,13,48650,72975,1,44,7,0,0,1,0,1,0,0,0,
2425,ジョセフィーナ,じょせふぃーな,89,37911,1,1,80,80,80,1,355,93,24,13,48650,72975,1,44,7,0,0,1,0,1,0,0,0,2279(3)
