ID,アイテム名,素材アイテムなし,完成数,手数料,材料ID,材料,個数,where,NPC,座標,名称,前提クエ,備考
992,ウィンドオブヴェルデュール,0,1,,1013,華麗な蟲の皮,25,umbala,ウータン族シャーマン,220-189,属性原石作成,言語習得,厳密には建物の中の(44-71)
993,イエローライブ,0,1,,947,硬い角,15,umbala,ウータン族シャーマン,220-189,属性原石作成,言語習得,厳密には建物の中の(44-71)
990,レッドブラッド,0,6～10,,994,フレイムハート,1,umbala,ウータン族シャーマン,220-189,属性石分解,言語習得,厳密には建物の中の(44-71)
991,クリスタルブルー,0,6～10,,995,ミスティックフローズン,1,umbala,ウータン族シャーマン,220-189,属性石分解,言語習得,厳密には建物の中の(44-71)
992,ウィンドオブヴェルデュール,0,6～10,,996,ラフウィンド,1,umbala,ウータン族シャーマン,220-189,属性石分解,言語習得,厳密には建物の中の(44-71)
993,イエローライブ,0,6～10,,997,グレイトネイチャ,1,umbala,ウータン族シャーマン,220-189,属性石分解,言語習得,厳密には建物の中の(44-71)
994,フレイムハート,0,1,,995,ミスティックフローズン,8,amatsu,錬金術師,85-235,属性石交換,,"材料はいずれか一種類のみ,厳密には城内2Fの(61-27)"
994,フレイムハート,0,1,,996,ラフウィンド,8,amatsu,錬金術師,85-235,属性石交換,,"材料はいずれか一種類のみ,厳密には城内2Fの(61-27)"
994,フレイムハート,0,1,,997,グレイトネイチャ,8,amatsu,錬金術師,85-235,属性石交換,,"材料はいずれか一種類のみ,厳密には城内2Fの(61-27)"
995,ミスティックフローズン,0,1,,994,フレイムハート,8,amatsu,錬金術師,85-235,属性石交換,,"材料はいずれか一種類のみ,厳密には城内2Fの(61-27)"
995,ミスティックフローズン,0,1,,996,ラフウィンド,8,amatsu,錬金術師,85-235,属性石交換,,"材料はいずれか一種類のみ,厳密には城内2Fの(61-27)"
995,ミスティックフローズン,0,1,,997,グレイトネイチャ,8,amatsu,錬金術師,85-235,属性石交換,,"材料はいずれか一種類のみ,厳密には城内2Fの(61-27)"
996,ラフウィンド,0,1,,994,フレイムハート,12,amatsu,錬金術師,85-235,属性石交換,,"材料はいずれか一種類のみ,厳密には城内2Fの(61-27)"
996,ラフウィンド,0,1,,995,ミスティックフローズン,12,amatsu,錬金術師,85-235,属性石交換,,"材料はいずれか一種類のみ,厳密には城内2Fの(61-27)"
996,ラフウィンド,0,1,,997,グレイトネイチャ,12,amatsu,錬金術師,85-235,属性石交換,,"材料はいずれか一種類のみ,厳密には城内2Fの(61-27)"
997,グレイトネイチャ,0,1,,994,フレイムハート,8,amatsu,錬金術師,85-235,属性石交換,,"材料はいずれか一種類のみ,厳密には城内2Fの(61-27)"
997,グレイトネイチャ,0,1,,995,ミスティックフローズン,8,amatsu,錬金術師,85-235,属性石交換,,"材料はいずれか一種類のみ,厳密には城内2Fの(61-27)"
997,グレイトネイチャ,0,1,,996,ラフウィンド,8,amatsu,錬金術師,85-235,属性石交換,,"材料はいずれか一種類のみ,厳密には城内2Fの(61-27)"
5121,ジルタスの仮面,0,1,,660,赤いろうそく,1,gl_prison1,ジルタス,138-141,,ジルタスの仮面,要所持：鞭系武器(昔からあるもの)
5121,ジルタスの仮面,0,1,,7263,猫眼石,1,gl_prison1,ジルタス,138-141,,ジルタスの仮面,要所持：鞭系武器(昔からあるもの)
5121,ジルタスの仮面,0,1,,7099,古い魔法陣,30,gl_prison1,ジルタス,138-141,,ジルタスの仮面,要所持：鞭系武器(昔からあるもの)
5121,ジルタスの仮面,0,1,,7315,黒水晶のかけら,369,gl_prison1,ジルタス,138-141,,ジルタスの仮面,要所持：鞭系武器(昔からあるもの)
5094,オークヒーローの兜,0,1,,968,オーク勇者の証,100,gef_fild10,オーク戦士,138-284,,,"回数制限：1キャラ1回,厳密には建物の中の(31-93)"
5094,オークヒーローの兜,0,1,,931,オーク戦士の証,10000,gef_fild10,オーク戦士,138-284,,,"回数制限：1キャラ1回,厳密には建物の中の(31-93)"
5094,オークヒーローの兜,0,1,,909,ゼロピー,10000,gef_fild10,オーク戦士,138-284,,,"回数制限：1キャラ1回,厳密には建物の中の(31-93)"
5094,オークヒーローの兜,0,1,,2299,オーク族のヘルム,1,gef_fild10,オーク戦士,138-284,,,"回数制限：1キャラ1回,厳密には建物の中の(31-93)"
5375,大型オークヒーローの兜,0,1,,25126,オークの魔力結晶,1,gef_fild10,オーク呪術師,136-331,,,"厳密には建物の中の(107-177),要所持：魔力石,魔力石と魔力結晶はいずれかでよい"
5375,大型オークヒーローの兜,0,1,,6227,オークの魔力石,100,gef_fild10,オーク呪術師,136-331,,,"厳密には建物の中の(107-177),要所持：魔力石,魔力石と魔力結晶はいずれかでよい"
5375,大型オークヒーローの兜,0,1,,5094,オークヒーローの兜,1,gef_fild10,オーク呪術師,136-331,,,"厳密には建物の中の(107-177),要所持：魔力石,魔力石と魔力結晶はいずれかでよい"
15052,バヤニ・バコナワの鱗鎧 [1],0,1,,15051,バコナワの鱗鎧,1,ma_fild01,部族鍛冶屋,160-219,ポートマラヤエンチャント,,"要精錬値：+9,厳密には建物内の(63-18)"
2492,バヤニ・ビョンウンゴブーツ [1],0,1,,2491,ビョンウンゴブーツ,1,ma_fild01,部族鍛冶屋,160-219,ポートマラヤエンチャント,,"要精錬値：+9,厳密には建物内の(63-18)"
2591,バヤニ・ブワヤのフードマント [1],0,1,,2590,ブワヤのフードマント,1,ma_fild01,部族鍛冶屋,160-219,ポートマラヤエンチャント,,"要精錬値：+9,厳密には建物内の(63-18)"
2170,バヤニ・カラサック [1],0,1,,2169,カラサック,1,ma_fild01,部族鍛冶屋,160-219,ポートマラヤエンチャント,,"要精錬値：+9,厳密には建物内の(63-18)"
15052,バヤニ・バコナワの鱗鎧 [1],0,1,,6499,古代の呪符,20,ma_fild01,部族鍛冶屋,160-219,ポートマラヤエンチャント,,厳密には建物内の(63-18)
2492,バヤニ・ビョンウンゴブーツ [1],0,1,,6499,古代の呪符,20,ma_fild01,部族鍛冶屋,160-219,ポートマラヤエンチャント,,厳密には建物内の(63-18)
2591,バヤニ・ブワヤのフードマント [1],0,1,,6499,古代の呪符,20,ma_fild01,部族鍛冶屋,160-219,ポートマラヤエンチャント,,厳密には建物内の(63-18)
2170,バヤニ・カラサック [1],0,1,,6499,古代の呪符,20,ma_fild01,部族鍛冶屋,160-219,ポートマラヤエンチャント,,厳密には建物内の(63-18)
531,リンゴジュース,0,1,60z,512,リンゴ,1,payon,マルクハンセン,155-328,ジュース作成,ジュース作成,厳密には建物の中の(188-146)
532,バナナジュース,0,1,60z,513,バナナ,1,payon,マルクハンセン,155-328,ジュース作成,ジュース作成,厳密には建物の中の(188-146)
533,ブドウジュース,0,1,60z,514,ブドウ,1,payon,マルクハンセン,155-328,ジュース作成,ジュース作成,厳密には建物の中の(188-146)
534,ニンジンジュース,0,1,60z,515,ニンジン,1,payon,マルクハンセン,155-328,ジュース作成,ジュース作成,厳密には建物の中の(188-146)
531,リンゴジュース,0,1,60z,1093,空のポーション瓶,1,payon,マルクハンセン,155-328,ジュース作成,ジュース作成,厳密には建物の中の(188-146)
532,バナナジュース,0,1,60z,1093,空のポーション瓶,1,payon,マルクハンセン,155-328,ジュース作成,ジュース作成,厳密には建物の中の(188-146)
533,ブドウジュース,0,1,60z,1093,空のポーション瓶,1,payon,マルクハンセン,155-328,ジュース作成,ジュース作成,厳密には建物の中の(188-146)
534,ニンジンジュース,0,1,60z,1093,空のポーション瓶,1,payon,マルクハンセン,155-328,ジュース作成,ジュース作成,厳密には建物の中の(188-146)
519,ミルク,0,1,15z,713,空きビン,1,prontera,牛乳商人,73-140,ミルク交換,,男商人の方
501,赤ポーション,0,1,,909,ゼロピー,10,prontera,商人,123-102,赤ポーション交換,,材料はいずれか一つでよい
501,赤ポーション,0,1,,935,かたい皮,5,prontera,商人,123-102,赤ポーション交換,,材料はいずれか一つでよい
501,赤ポーション,0,1,,914,綿毛,10,prontera,商人,123-102,赤ポーション交換,,材料はいずれか一つでよい
501,赤ポーション,0,1,,909,ゼロピー,10,aldebaran,商人,152-63,赤ポーション交換,,材料はいずれか一つでよい
501,赤ポーション,0,1,,955,蟲の皮,1,aldebaran,商人,152-63,赤ポーション交換,,材料はいずれか一つでよい
501,赤ポーション,0,1,,916,鳥の羽毛,7,aldebaran,商人,152-63,赤ポーション交換,,材料はいずれか一つでよい
501,赤ポーション,0,1,,909,ゼロピー,10,geffen,商人,173-88,赤ポーション交換,,材料はいずれか一つでよい
501,赤ポーション,0,1,,935,かたい皮,5,geffen,商人,173-88,赤ポーション交換,,材料はいずれか一つでよい
501,赤ポーション,0,1,,915,さなぎの皮,6,geffen,商人,173-88,赤ポーション交換,,材料はいずれか一つでよい
501,赤ポーション,0,1,,909,ゼロピー,10,morocc,商人,180-259,赤ポーション交換,,材料はいずれか一つでよい
501,赤ポーション,0,1,,935,かたい皮,5,morocc,商人,180-259,赤ポーション交換,,材料はいずれか一つでよい
501,赤ポーション,0,1,,916,鳥の羽毛,7,morocc,商人,180-259,赤ポーション交換,,材料はいずれか一つでよい
501,赤ポーション,0,1,,909,ゼロピー,10,alberta,ペリックス,190-173,赤ポーション交換,,材料はいずれか一つでよい
501,赤ポーション,0,1,,516,いも,3,alberta,ペリックス,190-173,いも交換,,
501,赤ポーション,0,1,,909,ゼロピー,10,payon,商人,200-134,赤ポーション交換,,材料はいずれか一つでよい
501,赤ポーション,0,1,,902,木の根,6,payon,商人,200-134,赤ポーション交換,,材料はいずれか一つでよい
2293,演劇の小道具,0,1,,1049,乙女の着物,4,payon,おばあさん,269-152,,,厳密には建物内の(99-72)
5073,姿勢矯正帽,0,1,,2285,名射手のりんご,1,payon,蘭香,107-326,,,"厳密には建物内の最奥の(8-193),要は元に戻せる"
5073,姿勢矯正帽,0,1,,1550,ブック [3],1,payon,蘭香,107-326,,,"厳密には建物内の最奥の(8-193),要は元に戻せる"
1750,矢,0,1,,2285,名射手のりんご,1,payon,蘭香,107-326,,,"厳密には建物内の最奥の(8-193),要は元に戻せる"
1750,矢,0,1,,1550,ブック [3],1,payon,蘭香,107-326,,,"厳密には建物内の最奥の(8-193),要は元に戻せる"
2285,名射手のりんご,0,1,,5073,姿勢矯正帽,1,payon,蘭香,107-326,,,"厳密には建物内の最奥の(8-193),要は元に戻せる"
2285,名射手のりんご,0,1,,1750,矢,1,payon,蘭香,107-326,,,"厳密には建物内の最奥の(8-193),要は元に戻せる"
1550,ブック [3],0,1,,5073,姿勢矯正帽,1,payon,蘭香,107-326,,,"厳密には建物内の最奥の(8-193),要は元に戻せる"
1550,ブック [3],0,1,,1750,矢,1,payon,蘭香,107-326,,,"厳密には建物内の最奥の(8-193),要は元に戻せる"
5243,耳あて帽 [1],0,1,,7217,糸巻,1,moscovia,イリーナ,211-93,,,
5243,耳あて帽 [1],0,1,,1022,狐の尻尾,20,moscovia,イリーナ,211-93,,,
5243,耳あて帽 [1],0,1,,7038,毛糸,10,moscovia,イリーナ,211-93,,,
5243,耳あて帽 [1],0,1,,7065,ラッコの毛皮,20,moscovia,イリーナ,211-93,,,
5243,耳あて帽 [1],0,1,,7166,柔らかい布,10,moscovia,イリーナ,211-93,,,
591,キャビアパンケーキ,0,1,,7031,古いフライパン,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
591,キャビアパンケーキ,0,1,,504,白ポーション,2,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
591,キャビアパンケーキ,0,1,,519,ミルク,2,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
591,キャビアパンケーキ,0,1,,548,チーズ,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
591,キャビアパンケーキ,0,1,,518,ハチ蜜,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
591,キャビアパンケーキ,0,1,,1019,木屑,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
592,ジャムパンケーキ,0,1,,7031,古いフライパン,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
592,ジャムパンケーキ,0,1,,504,白ポーション,2,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
592,ジャムパンケーキ,0,1,,519,ミルク,2,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
592,ジャムパンケーキ,0,1,,548,チーズ,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
592,ジャムパンケーキ,0,1,,518,ハチ蜜,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
592,ジャムパンケーキ,0,1,,1019,木屑,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
593,ハニーパンケーキ,0,1,,7031,古いフライパン,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
593,ハニーパンケーキ,0,1,,504,白ポーション,2,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
593,ハニーパンケーキ,0,1,,519,ミルク,2,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
593,ハニーパンケーキ,0,1,,548,チーズ,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
593,ハニーパンケーキ,0,1,,518,ハチ蜜,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
593,ハニーパンケーキ,0,1,,1019,木屑,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
594,クリームパンケーキ,0,1,,7031,古いフライパン,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
594,クリームパンケーキ,0,1,,504,白ポーション,2,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
594,クリームパンケーキ,0,1,,519,ミルク,2,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
594,クリームパンケーキ,0,1,,548,チーズ,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
594,クリームパンケーキ,0,1,,518,ハチ蜜,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
594,クリームパンケーキ,0,1,,1019,木屑,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
595,マッシュルームパンケーキ,0,1,,7031,古いフライパン,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
595,マッシュルームパンケーキ,0,1,,504,白ポーション,2,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
595,マッシュルームパンケーキ,0,1,,519,ミルク,2,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
595,マッシュルームパンケーキ,0,1,,548,チーズ,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
595,マッシュルームパンケーキ,0,1,,518,ハチ蜜,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
595,マッシュルームパンケーキ,0,1,,1019,木屑,1,moscovia,ラリサ,205-97,パンケーキ作成,泣き虫のミハイル,"トッピングは材料の必要なし,厳密には建物内の(211-259)"
2278,スマイルマスク,0,1,,909,ゼロピー,10,prontera,スマイルマスク職員,157-196,スマイルマスク作成,,
2278,スマイルマスク,0,1,,909,ゼロピー,10,izlude,スマイルマスク職員,129-118,スマイルマスク作成,,
2278,スマイルマスク,0,1,,909,ゼロピー,10,morocc,スマイルマスク職員,158-97,スマイルマスク作成,,
2278,スマイルマスク,0,1,,909,ゼロピー,10,geffen,スマイルマスク職員,119-107,スマイルマスク作成,,
2278,スマイルマスク,0,1,,909,ゼロピー,10,payon,スマイルマスク職員,186-104,スマイルマスク作成,,
2278,スマイルマスク,0,1,,909,ゼロピー,10,alberta,スマイルマスク職員,113-53,スマイルマスク作成,,
2278,スマイルマスク,0,1,,909,ゼロピー,10,aldebaran,スマイルマスク職員,136-135,スマイルマスク作成,,
2278,スマイルマスク,0,1,,914,綿毛,10,prontera,スマイルマスク職員,157-196,スマイルマスク作成,,
2278,スマイルマスク,0,1,,914,綿毛,10,izlude,スマイルマスク職員,129-118,スマイルマスク作成,,
2278,スマイルマスク,0,1,,914,綿毛,10,morocc,スマイルマスク職員,158-97,スマイルマスク作成,,
2278,スマイルマスク,0,1,,914,綿毛,10,geffen,スマイルマスク職員,119-107,スマイルマスク作成,,
2278,スマイルマスク,0,1,,914,綿毛,10,payon,スマイルマスク職員,186-104,スマイルマスク作成,,
2278,スマイルマスク,0,1,,914,綿毛,10,alberta,スマイルマスク職員,113-53,スマイルマスク作成,,
2278,スマイルマスク,0,1,,914,綿毛,10,aldebaran,スマイルマスク職員,136-135,スマイルマスク作成,,
2278,スマイルマスク,0,1,,705,クローバー,10,prontera,スマイルマスク職員,157-196,スマイルマスク作成,,
2278,スマイルマスク,0,1,,705,クローバー,10,izlude,スマイルマスク職員,129-118,スマイルマスク作成,,
2278,スマイルマスク,0,1,,705,クローバー,10,morocc,スマイルマスク職員,158-97,スマイルマスク作成,,
2278,スマイルマスク,0,1,,705,クローバー,10,geffen,スマイルマスク職員,119-107,スマイルマスク作成,,
2278,スマイルマスク,0,1,,705,クローバー,10,payon,スマイルマスク職員,186-104,スマイルマスク作成,,
2278,スマイルマスク,0,1,,705,クローバー,10,alberta,スマイルマスク職員,113-53,スマイルマスク作成,,
2278,スマイルマスク,0,1,,705,クローバー,10,aldebaran,スマイルマスク職員,136-135,スマイルマスク作成,,
5012,学者帽,0,1,,703,ヒナレ,1,prontera,学者帽先生,133-183,,,厳密には建物の中の(38-101)
5012,学者帽,0,1,,704,アロエ,1,prontera,学者帽先生,133-183,,,厳密には建物の中の(38-101)
5012,学者帽,0,1,,708,メント,1,prontera,学者帽先生,133-183,,,厳密には建物の中の(38-101)
5012,学者帽,0,1,,710,幻想の花,1,prontera,学者帽先生,133-183,,,厳密には建物の中の(38-101)
5083,赤いリボン,0,1,,2209,リボン [1],1,prontera,ネットテイル,165-232,,,
5083,赤いリボン,0,1,,2244,大きなリボン,1,prontera,ネットテイル,165-232,,,
5083,赤いリボン,0,1,,10007,シルクリボン,1,prontera,ネットテイル,165-232,,,
5115,ファッション防寒帽,0,1,,983,黒色の染料,1,einbech,マテル,70-222,,,
5115,ファッション防寒帽,0,1,,749,氷バラ,1,einbech,マテル,70-222,,,
5115,ファッション防寒帽,0,1,,7267,虎皮模様のパンツ,999,einbech,マテル,70-222,,,
5074,天使の羽耳,0,1,20kz,2254,天使のヘアバンド,1,yuno,放浪ブラックスミス,241-52,,,東南カプラ付近から回り込む必要あり
5074,天使の羽耳,0,1,20kz,2286,妖精の耳,1,yuno,放浪ブラックスミス,241-52,,,東南カプラ付近から回り込む必要あり
5068,悪魔の羽耳,0,1,20kz,2255,悪魔のヘアバンド,1,yuno,放浪ブラックスミス,241-52,,,東南カプラ付近から回り込む必要あり
5068,悪魔の羽耳,0,1,20kz,2286,妖精の耳,1,yuno,放浪ブラックスミス,241-52,,,東南カプラ付近から回り込む必要あり
5070,熱血鉢巻き,0,1,,7097,燃えている心臓,300,yuno,ゼンボルト,300-188,,,
5070,熱血鉢巻き,0,1,,7216,赤いスカーフ,300,yuno,ゼンボルト,300-188,,,
5070,熱血鉢巻き,0,1,,2211,頭巾,1,yuno,ゼンボルト,300-188,,,
5070,熱血鉢巻き,0,1,,982,白色の染料,1,yuno,ゼンボルト,300-188,,,
2214,ウサギのヘアバンド,0,1,,949,やわらかな毛,100,alberta,カプラ職員,26-229,,,男性の職員
2214,ウサギのヘアバンド,0,1,,2213,猫耳のヘアバンド,1,alberta,カプラ職員,26-229,,,男性の職員
2214,ウサギのヘアバンド,0,1,,722,真珠,1,alberta,カプラ職員,26-229,,,男性の職員
2214,ウサギのヘアバンド,0,1,,706,四葉のクローバー,1,alberta,カプラ職員,26-229,,,男性の職員
5016,学生帽,0,1,,1030,虎の足裏,10,alberta,学生帽爺,133-37,,,厳密には建物の中の(59-38)
2284,鹿の角,0,1,,923,悪魔の角,20,alberta,チェロキ,96-202,,,厳密には建物の中の(122-53)
19524,[衣装] 緑の觸角,0,1,,4021,ロッカーカード,5,alberta,コレクター,227-84,,,
19525,[衣装] 頭眼鏡,0,1,,4356,ビホルダーカード,5,alberta,コレクター,227-84,,,
19583,[衣装] 義賊の眼帯,0,1,,4060,ゴブリンカード,1,alberta,コレクター,227-84,,,
19580,[衣装] スフィンクス帽,0,1,,4138,アヌビスカード,5,alberta,コレクター,227-84,,,
19526,[衣装] ヘルム,0,1,,4320,ブラッディナイトカード,1,alberta,コレクター,227-84,,,
19528,[衣装] アイアンケイン,0,1,,4187,レイドリックアーチャーカード,5,alberta,コレクター,227-84,,,
20277,[衣装] バルーンハット,0,1,,5379,バルーンハット [1],1,alberta,コレクター,227-84,,,
5048,三日月のヘアピン,0,1,,5041,ハートのヘアピン,1,alberta,おしゃれな詩人,120-53,,,
5048,三日月のヘアピン,0,1,,999,鋼鉄,10,alberta,おしゃれな詩人,120-53,,,
5041,ハートのヘアピン,0,1,,7013,サンゴ,1200,alberta,おしゃれな詩人,120-53,,,
5042,シニョンキャップ,0,1,,10007,シルクリボン,1,alberta,おしゃれな詩人,120-53,,,
5042,シニョンキャップ,0,1,,968,オーク勇者の証,50,alberta,おしゃれな詩人,120-53,,,
5047,ファッションサングラス,0,1,,2271,頭眼鏡,1,alberta,おしゃれな詩人,120-53,,,
5047,ファッションサングラス,0,1,,975,赤色の染料,1,alberta,おしゃれな詩人,120-53,,,
5032,おしゃれな帽子,0,1,,2221,ハット [1],1,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5032,おしゃれな帽子,0,1,,1059,透明な布,250,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5032,おしゃれな帽子,0,1,,2227,キャップ [1],1,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5032,おしゃれな帽子,0,1,,7063,柔らかい羽毛,600,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5027,とんがり帽子,0,1,,2252,ウィザードハット,1,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5027,とんがり帽子,0,1,,7001,カビの粉,50,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5027,とんがり帽子,0,1,,1036,ドラゴンの鱗,400,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5027,とんがり帽子,0,1,,4052,エルダーウィローカード,1,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5045,シルクハット,0,1,,2252,ウィザードハット,1,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5045,シルクハット,0,1,,943,けっこうかたい皮,1200,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5045,シルクハット,0,1,,1054,古代魚の唇,450,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5022,太陽神の兜,0,1,,7086,太陽神の象徴,1,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5022,太陽神の兜,0,1,,999,鋼鉄,40,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5022,太陽神の兜,0,1,,1003,石炭,50,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5022,太陽神の兜,0,1,,969,黄金,10,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5022,太陽神の兜,0,1,,984,オリデオコン,2,alberta,帽子屋お嬢さん,136-79,,,会話時に黄ポーション1個を消費(毎回)
5474,お知らせ看板,0,1,,975,赤色の染料,1,alberta,放浪の芸術家チハノ,226-67,,,染料コース
5474,お知らせ看板,0,1,,976,黄色の染料,1,alberta,放浪の芸術家チハノ,226-67,,,染料コース
5474,お知らせ看板,0,1,,978,青色の染料,1,alberta,放浪の芸術家チハノ,226-67,,,染料コース
5474,お知らせ看板,0,1,,979,緑色の染料,1,alberta,放浪の芸術家チハノ,226-67,,,染料コース
5474,お知らせ看板,0,1,,980,紅色の染料,1,alberta,放浪の芸術家チハノ,226-67,,,染料コース
5474,お知らせ看板,0,1,,981,紫色の染料,1,alberta,放浪の芸術家チハノ,226-67,,,染料コース
5474,お知らせ看板,0,1,,507,赤ハーブ,80,alberta,放浪の芸術家チハノ,226-67,,,ハーブコース
5474,お知らせ看板,0,1,,508,黄ハーブ,70,alberta,放浪の芸術家チハノ,226-67,,,ハーブコース
5474,お知らせ看板,0,1,,510,青ハーブ,35,alberta,放浪の芸術家チハノ,226-67,,,ハーブコース
5474,お知らせ看板,0,1,,511,緑ハーブ,20,alberta,放浪の芸術家チハノ,226-67,,,ハーブコース
5474,お知らせ看板,0,1,,949,やわらかな毛,100,alberta,放浪の芸術家チハノ,226-67,,,ハーブコース
18727,セドラ帽 [1],0,1,,2221,ハット [1],1,izlude,アーチ調査団員,214-129,,セドラを愛する者,厳密には建物の中の(171-168)
18727,セドラ帽 [1],0,1,,938,べとべとする液体,800,izlude,アーチ調査団員,214-129,,セドラを愛する者,厳密には建物の中の(171-168)
18727,セドラ帽 [1],0,1,,962,触手,200,izlude,アーチ調査団員,214-129,,セドラを愛する者,厳密には建物の中の(171-168)
18727,セドラ帽 [1],0,1,,6570,乳白色の布,5,izlude,アーチ調査団員,214-129,,セドラを愛する者,厳密には建物の中の(171-168)
18727,セドラ帽 [1],0,1,,6571,大きなボタン,10,izlude,アーチ調査団員,214-129,,セドラを愛する者,厳密には建物の中の(171-168)
5077,チューリップヘアピン,0,1,,975,赤色の染料,1,geffen,セス,83-189,,,
5077,チューリップヘアピン,0,1,,2278,スマイルマスク,1,geffen,セス,83-189,,,
5061,花のかんざし,0,1,20kz,999,鋼鉄,10,geffen,アルゼン,129-148,,,
5061,花のかんざし,0,1,20kz,2269,花びら,1,geffen,アルゼン,129-148,,,
5063,絆創膏,0,1,,930,くさった包帯,500,geffen,アルゼン,129-148,,,
5063,絆創膏,0,1,,970,アルコール,1,geffen,アルゼン,129-148,,,
